loan_id,customer_id,branch_id,loan_type,principal,interest_rate,tenure_months,disbursed_date,due_date,status
4447,4190,13,Car,398561.66,12.98,49,2023-11-23,2027-04-08,Closed
4448,10007,48,Home,545238.33,8.87,57,2023-05-28,2027-10-24,Default
4449,14851,44,Car,788527.27,11.33,25,2022-01-21,2027-08-27,Default
4450,7138,7,Car,247562.51,8.03,34,2023-01-21,2027-01-26,Default
4451,11864,45,Car,557087.23,10.64,12,2024-11-23,2028-09-12,Default
4452,3226,55,Car,363593.05,8.57,54,2021-09-30,2027-11-17,Active
4453,12139,39,Personal,463333.62,10.43,19,2021-04-27,2028-09-25,Closed
4454,10903,15,Car,561387.83,8.75,14,2025-11-26,2028-09-10,Default
4455,5367,85,Personal,917115.81,11.07,30,2026-02-10,2028-08-19,Default
4456,240,19,Personal,685251.05,10.73,58,2024-02-27,2028-11-13,Closed
4457,9064,63,Home,153174.29,10.23,46,2023-11-18,2028-09-27,Default
4458,11664,66,Personal,660143.31,8.34,43,2022-03-16,2028-04-20,Default
4459,4278,18,Personal,528654.31,10.76,44,2022-11-05,2028-03-21,Active
4460,5476,16,Home,83104.53,8.97,42,2024-04-07,2026-09-29,Active
4461,440,62,Personal,548402.15,11.49,55,2025-09-15,2026-11-17,Default
4462,9459,72,Car,481346.22,9.83,47,2021-09-04,2026-08-13,Default
4463,3145,76,Personal,627785.37,8.08,19,2025-04-11,2028-03-12,Default
4464,8564,85,Personal,198771.99,12.04,29,2024-01-05,2027-09-04,Active
4465,10461,20,Home,584855.79,12.31,47,2023-05-30,2028-11-17,Default
4466,9090,48,Home,159213.52,8.93,39,2024-09-10,2027-04-23,Active
4467,8572,83,Car,725644.74,8.5,26,2022-08-21,2028-05-21,Closed
4468,11850,63,Home,346270.19,11.04,36,2021-10-11,2028-11-04,Active
4469,8722,100,Home,340120.4,8.02,24,2023-06-18,2028-07-09,Active
4470,5908,57,Personal,737631.04,11.32,55,2025-07-29,2026-09-27,Default
4471,13315,87,Home,496882.25,12.49,29,2024-10-03,2026-09-26,Closed
4472,4697,75,Personal,566570.4,10.43,21,2021-05-11,2028-04-20,Closed
4473,2061,42,Car,916758.43,9.29,45,2024-11-23,2028-10-11,Default
4474,980,80,Personal,608980.04,10.02,23,2024-03-18,2028-06-24,Active
4475,11890,14,Personal,117663.43,12.57,16,2022-03-21,2028-06-27,Active
4476,1336,65,Home,820079.84,8.15,55,2020-12-06,2027-09-05,Closed
4477,13149,44,Home,551920.24,11.33,24,2023-07-24,2028-01-14,Active
4478,8139,10,Personal,235386.49,12.45,58,2021-01-31,2027-11-06,Active
4479,9312,51,Car,332072.4,9.54,17,2024-11-16,2028-10-01,Active
4480,11701,60,Car,518695.45,9.39,59,2021-11-29,2028-11-27,Active
4481,12450,13,Car,135185.1,11.41,14,2022-11-08,2027-01-15,Default
4482,10974,53,Personal,371422.16,8.38,36,2023-10-12,2028-01-09,Active
4483,1475,3,Home,156459.35,12.95,55,2024-10-05,2028-04-17,Default
4484,2381,59,Personal,131825.78,12.83,46,2021-02-09,2027-09-28,Default
4485,10532,35,Personal,626287.35,12.41,51,2022-02-15,2026-10-22,Closed
4486,12292,4,Personal,606972.66,10.73,23,2021-04-17,2028-10-19,Active
4487,2633,2,Home,816729.02,12.77,22,2023-08-13,2026-08-14,Default
4488,11154,38,Car,304526.79,11.67,38,2022-01-16,2028-11-20,Active
4489,6376,84,Personal,673705.54,10.7,26,2023-11-08,2027-08-12,Default
4490,4840,89,Car,718460.12,10.81,18,2021-06-12,2027-12-03,Default
4491,6113,50,Home,712136.78,8.65,53,2022-11-18,2027-05-21,Closed
4492,9926,43,Home,751408.6,11.55,57,2023-06-13,2027-11-25,Default
4493,1409,58,Personal,898741.58,12.07,22,2025-11-22,2026-08-25,Default
4494,2964,28,Car,477894.54,11.61,48,2023-09-06,2027-09-08,Closed
4495,9179,94,Home,726919.8,8.09,12,2020-12-08,2028-03-30,Active
4496,11473,79,Personal,247503.99,11.54,51,2025-06-04,2027-07-11,Default
4497,5965,94,Personal,288685.32,9.79,14,2024-06-27,2028-03-11,Closed
4498,13713,69,Car,557720.19,12.85,47,2024-11-21,2028-12-28,Default
4499,2041,90,Car,560484.32,12.42,32,2025-11-22,2028-04-25,Default
4500,6799,8,Home,600101.78,8.29,18,2025-06-16,2028-02-15,Closed
4501,9248,70,Car,107250.62,11.63,22,2024-04-13,2028-07-20,Active
4502,8654,89,Car,518381.81,10.16,49,2021-12-28,2027-07-19,Active
4503,12224,51,Car,801207.05,9.59,46,2024-03-27,2027-02-20,Closed
4504,8603,13,Personal,885658.37,9.69,45,2024-09-10,2026-08-30,Closed
4505,9671,77,Personal,798575.13,8.86,24,2024-01-30,2028-01-10,Active
4506,10993,36,Home,156200.06,11.88,21,2025-01-30,2028-07-03,Closed
4507,7509,51,Car,582622.86,12.16,42,2021-11-17,2027-08-28,Default
4508,7497,62,Car,162759.93,10.01,44,2025-10-17,2029-01-11,Closed
4509,11276,94,Home,806734.89,9.36,52,2022-06-10,2027-04-10,Default
4510,4589,25,Car,791890.55,9.09,42,2024-09-01,2028-07-26,Default
4511,8094,40,Car,632524.4,10.53,48,2024-07-13,2027-10-10,Closed
4512,1448,47,Car,289210.91,8.99,40,2023-09-07,2027-11-22,Closed
4513,255,46,Car,414016.93,11.44,37,2023-08-17,2026-08-08,Default
4514,10439,4,Personal,339488.9,8.54,60,2026-03-15,2028-11-04,Closed
4515,12558,52,Personal,696766.16,9.83,38,2025-09-03,2026-09-26,Active
4516,3377,95,Home,154104.59,9.66,25,2026-03-03,2028-10-23,Closed
4517,5922,8,Personal,586788.78,8.76,27,2021-01-24,2027-09-09,Default
4518,10011,25,Car,241832.36,12.8,30,2021-05-15,2026-10-20,Default
4519,14263,95,Personal,632410.7,9.63,17,2024-01-02,2027-08-05,Closed
4520,5600,70,Home,93077.77,8.81,56,2022-03-29,2027-02-23,Default
4521,4653,85,Home,825855.65,12.4,24,2025-12-07,2028-08-09,Default
4522,13228,18,Car,410541.29,8.81,33,2024-11-30,2027-12-03,Closed
4523,13883,17,Car,954076.74,10.27,59,2023-06-05,2028-11-26,Closed
4524,14438,23,Home,651706.21,9.03,15,2026-03-07,2027-10-21,Active
4525,5430,91,Personal,80459.36,9.64,12,2022-07-01,2027-09-11,Closed
4526,9915,69,Car,837326.61,11.29,60,2023-03-23,2027-05-03,Active
4527,13819,24,Home,903772.09,12.0,12,2024-05-26,2028-06-21,Active
4528,14874,22,Car,333600.85,8.9,33,2023-07-11,2027-06-10,Closed
4529,7035,18,Personal,624213.39,8.52,42,2024-02-29,2027-10-01,Default
4530,14910,76,Personal,152772.06,11.82,39,2023-01-18,2028-04-24,Closed
4531,4419,57,Personal,440768.95,8.05,54,2023-01-05,2027-04-28,Closed
4532,7084,75,Home,149866.52,12.71,23,2023-11-03,2027-07-18,Closed
4533,8131,95,Car,338815.18,8.5,32,2024-05-24,2027-11-05,Active
4534,14930,39,Car,875441.71,11.4,12,2025-12-09,2028-10-31,Default
4535,7709,63,Car,484949.74,10.98,25,2021-06-03,2028-03-21,Closed
4536,4383,6,Home,306091.96,9.45,39,2025-09-29,2027-08-30,Active
4537,9517,42,Home,585515.3,12.13,24,2021-09-22,2027-12-10,Closed
4538,3461,19,Home,136552.43,8.0,27,2024-02-06,2027-10-19,Active
4539,276,62,Personal,996640.78,10.76,33,2021-08-11,2027-04-18,Closed
4540,2294,94,Personal,642960.82,11.2,53,2021-08-23,2026-08-06,Active
4541,5720,65,Personal,464596.73,10.93,31,2025-01-23,2026-08-05,Closed
4542,11569,5,Home,174313.12,11.82,42,2025-04-16,2028-06-07,Default
4543,244,6,Car,140704.49,11.01,53,2021-04-02,2028-08-21,Active
4544,13215,35,Home,443814.82,11.08,53,2024-07-04,2028-02-19,Default
4545,2450,76,Personal,806871.79,10.65,21,2023-03-26,2027-11-26,Default
4546,11908,54,Car,123179.8,8.14,20,2024-03-14,2028-07-05,Default
4547,10487,90,Personal,281608.1,9.56,29,2026-03-07,2028-03-28,Active
4548,5869,54,Car,912551.51,8.89,42,2025-06-29,2027-04-06,Active
4549,6813,84,Car,488264.47,11.85,39,2025-06-18,2028-02-28,Default
4550,8503,4,Home,169282.76,8.71,41,2023-04-03,2027-06-21,Closed
4551,5781,65,Personal,216656.21,12.96,34,2023-03-14,2026-10-19,Active
4552,11941,76,Personal,576609.83,8.42,23,2024-03-29,2027-06-04,Default
4553,8976,55,Personal,664235.13,12.14,56,2025-02-04,2028-05-01,Default
4554,14901,94,Home,618969.15,12.05,45,2024-10-10,2026-11-05,Active
4555,8589,78,Car,388487.99,8.0,36,2020-11-27,2026-10-04,Default
4556,7861,50,Car,472132.96,12.47,58,2024-04-27,2028-02-22,Closed
4557,14656,44,Car,787356.14,9.02,42,2021-06-08,2027-11-11,Default
4558,6081,65,Personal,110142.36,12.44,22,2024-12-03,2026-08-13,Active
4559,4748,97,Car,770466.91,9.47,13,2025-12-31,2026-09-05,Closed
4560,10906,67,Personal,552939.38,12.64,13,2024-08-30,2027-04-27,Default
4561,3416,62,Car,64233.67,11.7,14,2025-10-27,2026-08-05,Active
4562,13410,20,Home,873438.75,11.87,34,2025-12-20,2028-08-03,Closed
4563,5074,86,Car,486059.8,11.37,31,2025-06-06,2028-03-26,Default
4564,3508,60,Home,174263.12,12.7,33,2022-09-16,2027-05-26,Default
4565,8833,85,Home,636701.51,11.18,13,2023-04-26,2027-10-29,Default
4566,14331,30,Personal,462855.18,9.44,15,2025-03-24,2028-03-21,Default
4567,7244,80,Personal,182027.26,9.54,22,2024-08-23,2028-06-06,Default
4568,6011,46,Personal,217272.57,10.39,30,2023-03-22,2026-12-04,Active
4569,6164,98,Home,659906.59,11.61,41,2020-12-06,2028-09-11,Active
4570,8685,47,Personal,66274.04,11.89,50,2022-03-18,2027-08-11,Closed
4571,1845,56,Car,439456.94,11.66,60,2023-02-15,2028-07-01,Active
4572,1970,100,Car,337373.75,10.75,51,2022-02-07,2028-01-27,Active
4573,7851,44,Personal,787865.84,8.35,27,2025-03-04,2028-06-01,Default
4574,654,97,Personal,159423.65,8.56,19,2021-04-23,2027-08-19,Active
4575,7175,3,Car,559936.29,9.24,43,2021-03-02,2026-09-30,Closed
4576,8989,72,Home,374515.88,8.45,58,2023-11-13,2028-10-12,Default
4577,13458,40,Home,228334.01,11.0,25,2024-05-05,2028-01-25,Default
4578,11068,11,Home,163732.64,10.41,41,2023-10-17,2027-09-03,Default
4579,3050,28,Car,877047.86,11.3,28,2023-02-23,2027-03-27,Closed
4580,5089,85,Personal,536398.47,9.69,29,2026-02-12,2027-10-02,Closed
4581,9540,100,Personal,166587.3,12.02,42,2021-03-18,2026-12-25,Default
4582,6148,9,Home,775841.92,9.59,45,2022-09-19,2028-03-09,Active
4583,2828,88,Home,880460.11,10.66,21,2025-04-29,2027-09-05,Closed
4584,7234,28,Car,980703.5,8.65,42,2022-11-24,2029-01-12,Default
4585,5482,57,Personal,352243.45,8.95,15,2022-08-23,2027-04-01,Default
4586,13247,47,Car,994687.08,8.5,40,2020-12-20,2028-01-16,Default
4587,11561,42,Home,227878.8,10.59,21,2026-03-03,2028-03-31,Closed
4588,6429,43,Home,66352.92,10.69,29,2024-03-23,2028-03-19,Closed
4589,4126,97,Home,251311.84,9.74,36,2020-11-22,2029-01-09,Closed
4590,2057,53,Home,483463.41,12.79,41,2023-07-04,2028-04-15,Default
4591,9826,61,Home,221101.15,11.63,57,2022-07-27,2028-02-03,Closed
4592,5750,20,Home,415368.57,8.39,56,2025-12-24,2028-12-01,Closed
4593,10933,32,Personal,327554.62,12.11,35,2025-07-13,2027-03-17,Default
4594,6077,65,Car,134984.46,12.35,17,2023-12-13,2027-10-08,Closed
4595,5142,85,Car,524423.74,11.08,55,2024-07-22,2027-01-17,Default
4596,11862,28,Car,651062.75,12.43,48,2025-12-09,2028-11-17,Active
4597,9462,59,Home,693785.61,8.98,36,2023-05-04,2028-05-10,Default
4598,9077,24,Car,401556.5,12.39,36,2020-11-25,2029-01-07,Active
4599,6943,61,Personal,521145.28,12.55,44,2021-08-03,2028-08-14,Default
4600,9204,67,Personal,624495.53,9.46,23,2021-02-21,2026-10-16,Closed
4601,6424,39,Home,284014.03,9.22,43,2025-11-05,2028-02-25,Closed
4602,8210,58,Car,656155.98,12.32,14,2024-05-16,2027-12-31,Default
4603,1064,16,Home,344685.93,9.2,17,2023-05-10,2028-05-07,Closed
4604,282,44,Personal,552106.43,10.82,12,2021-12-09,2029-01-16,Default
4605,7120,38,Personal,95163.91,10.08,24,2025-04-03,2027-05-06,Closed
4606,1242,33,Car,646150.8,10.73,31,2022-09-24,2028-06-04,Closed
4607,3902,54,Home,190526.97,8.13,57,2022-10-27,2027-07-03,Closed
4608,10162,57,Home,812247.36,10.33,60,2025-10-19,2028-07-08,Closed
4609,10397,63,Home,449096.35,9.82,17,2022-02-21,2026-09-10,Active
4610,6644,74,Home,489133.98,12.88,53,2023-02-16,2028-03-26,Closed
4611,173,93,Personal,92549.95,12.62,54,2022-03-22,2027-04-14,Default
4612,7164,53,Home,427981.06,10.14,23,2024-06-26,2028-02-07,Active
4613,6131,26,Car,410815.12,12.04,34,2025-12-19,2026-10-24,Closed
4614,9337,39,Home,327355.11,8.98,39,2023-04-06,2028-04-09,Closed
4615,13139,46,Home,969869.88,10.61,51,2024-12-07,2027-11-04,Active
4616,427,29,Home,475344.91,9.09,58,2021-11-17,2026-08-04,Default
4617,3093,53,Car,499445.33,10.93,52,2026-01-02,2026-09-10,Default
4618,4888,71,Personal,565301.99,10.3,21,2023-10-20,2026-08-27,Default
4619,8194,58,Car,869035.5,9.55,28,2024-05-11,2028-09-12,Default
4620,4946,96,Home,111947.16,11.94,50,2024-03-25,2028-08-11,Default
4621,8104,58,Home,314312.33,9.46,46,2020-11-09,2028-02-18,Default
4622,9221,1,Car,227524.44,10.03,47,2025-05-22,2028-05-26,Default
4623,12192,46,Personal,576097.85,11.32,32,2023-02-18,2027-10-25,Active
4624,4461,24,Personal,467438.52,11.9,46,2024-01-17,2027-12-16,Closed
4625,13478,21,Home,103831.01,12.26,29,2023-06-08,2027-07-25,Default
4626,13987,8,Home,522830.85,9.17,56,2022-02-28,2028-11-19,Default
4627,6063,59,Personal,540770.71,9.43,48,2022-12-16,2027-04-02,Default
4628,6820,6,Home,623497.88,9.76,33,2025-01-25,2028-05-21,Active
4629,12332,30,Personal,183477.06,12.25,55,2022-11-21,2027-09-10,Active
4630,10442,99,Home,612797.28,10.98,60,2023-08-23,2028-03-27,Default
4631,6284,51,Home,386588.0,10.64,31,2026-03-31,2026-10-03,Default
4632,2514,53,Home,293491.42,8.17,38,2023-03-30,2027-02-18,Closed
4633,7238,27,Home,919692.43,10.87,58,2021-11-06,2026-11-01,Default
4634,13333,57,Car,430936.85,9.25,19,2024-02-06,2026-08-26,Closed
4635,3256,62,Personal,184177.42,11.29,15,2022-06-10,2026-08-25,Active
4636,11931,66,Personal,722917.42,12.17,57,2023-04-29,2028-08-19,Default
4637,7216,52,Home,819998.62,9.74,39,2022-05-11,2027-12-18,Active
4638,2602,10,Personal,511657.93,8.01,60,2022-04-14,2026-12-13,Closed
4639,12694,96,Home,52061.95,11.82,21,2025-03-07,2028-08-28,Active
4640,448,53,Personal,149271.28,10.02,41,2022-11-30,2028-03-18,Active
4641,1625,64,Car,913122.46,10.41,49,2020-12-25,2027-03-24,Closed
4642,11831,91,Personal,821675.0,9.02,22,2021-11-02,2028-08-30,Active
4643,6957,50,Home,57943.01,12.07,59,2023-12-15,2027-11-18,Default
4644,196,49,Personal,352311.22,12.98,37,2022-11-09,2027-01-19,Default
4645,3862,96,Personal,340403.43,8.65,22,2023-10-29,2028-10-06,Default
4646,2236,3,Personal,710823.44,8.93,23,2021-08-22,2028-03-28,Default
4647,13074,70,Home,65213.75,12.49,15,2021-03-29,2027-03-12,Active
4648,13865,19,Home,280691.19,8.56,22,2022-05-13,2027-03-05,Default
4649,4921,15,Personal,527762.27,11.65,43,2023-03-16,2028-04-26,Active
4650,6141,96,Car,323635.37,11.78,54,2025-09-03,2028-07-21,Closed
4651,14967,82,Car,314231.7,9.18,30,2024-10-15,2027-03-19,Default
4652,12376,66,Home,303371.72,8.25,31,2025-12-05,2027-03-14,Default
4653,5001,78,Personal,845264.52,12.98,41,2023-08-19,2027-04-29,Closed
4654,11294,82,Home,67439.54,9.52,46,2024-03-16,2027-12-03,Default
4655,519,18,Home,865385.13,11.06,21,2021-07-26,2028-08-18,Active
4656,6589,53,Home,908943.91,12.86,54,2023-06-06,2027-09-22,Active
4657,12634,56,Home,600577.32,11.93,45,2024-07-19,2028-09-04,Default
4658,9236,40,Home,427508.0,12.1,42,2023-03-16,2027-01-21,Active
4659,11061,94,Personal,720918.97,12.31,37,2024-05-23,2028-12-14,Active
4660,3958,21,Home,522521.91,9.75,42,2025-08-30,2027-10-01,Default
4661,4969,56,Car,880783.84,10.64,60,2025-07-27,2028-05-04,Active
4662,9212,18,Personal,885418.51,8.18,41,2025-03-07,2028-01-02,Active
4663,10581,15,Car,963493.7,12.87,16,2021-06-17,2027-08-01,Closed
4664,9450,94,Personal,368224.55,9.62,43,2026-02-03,2028-06-06,Default
4665,8253,78,Personal,325711.0,8.98,25,2023-09-01,2026-10-07,Closed
4666,5014,22,Car,228041.17,10.47,29,2023-08-05,2028-01-24,Default
4667,14968,24,Car,195686.32,11.75,27,2024-09-17,2027-08-11,Default
4668,10556,13,Personal,97750.58,10.07,53,2023-05-03,2027-07-31,Closed
4669,13605,100,Personal,614892.48,8.01,26,2022-05-19,2026-12-03,Default
4670,13661,91,Home,250833.91,9.38,50,2021-09-27,2026-08-11,Active
4671,744,99,Home,462894.85,9.49,20,2023-04-21,2028-06-01,Closed
4672,5386,94,Personal,741606.38,11.84,19,2023-07-30,2027-05-19,Active
4673,7242,79,Home,665106.7,10.77,28,2025-10-10,2027-09-18,Closed
4674,14915,94,Home,923162.19,9.94,29,2022-12-03,2028-10-18,Closed
4675,9147,79,Car,611288.8,8.53,19,2023-01-09,2028-02-06,Default
4676,11270,93,Car,380148.92,9.28,36,2024-03-25,2026-10-11,Default
4677,9598,65,Home,163753.14,12.23,13,2024-02-11,2028-10-29,Closed
4678,14303,82,Personal,811868.77,12.17,30,2021-12-26,2027-02-12,Active
4679,5081,13,Personal,235665.6,12.65,42,2021-07-13,2026-10-11,Active
4680,7079,52,Home,834575.65,11.44,41,2025-04-06,2028-09-04,Closed
4681,10716,12,Home,438883.39,10.65,35,2022-04-21,2028-09-11,Default
4682,6384,25,Home,834754.62,10.09,48,2023-01-12,2026-08-26,Active
4683,9627,35,Home,109641.82,8.09,45,2024-08-28,2028-01-19,Default
4684,937,98,Car,977395.54,9.89,52,2021-08-17,2028-02-26,Default
4685,11849,61,Home,65307.47,9.66,55,2024-02-06,2027-07-23,Closed
4686,11309,34,Car,908684.54,10.49,33,2025-02-08,2028-11-04,Active
4687,13713,68,Personal,185624.16,12.34,52,2024-10-16,2028-09-15,Active
4688,6833,7,Home,59145.9,10.82,45,2025-01-08,2027-03-20,Closed
4689,5895,61,Car,938507.56,10.28,42,2024-05-20,2026-10-22,Default
4690,4026,93,Personal,112453.04,12.4,39,2023-09-30,2028-09-01,Default
4691,11747,89,Personal,347200.17,8.73,35,2022-05-30,2028-06-10,Default
4692,2619,25,Personal,543631.78,12.58,17,2023-08-21,2028-07-09,Active
4693,3526,22,Personal,162743.67,10.1,20,2024-10-18,2028-08-28,Closed
4694,4212,91,Personal,800668.31,11.91,43,2023-12-17,2027-10-06,Default
4695,13112,40,Personal,211088.27,9.85,30,2021-07-11,2027-08-05,Closed
4696,9990,40,Home,991257.23,11.02,34,2021-08-24,2026-09-08,Default
4697,12705,77,Personal,362029.52,9.02,51,2021-09-08,2027-11-18,Default
4698,8883,4,Home,786954.09,12.18,17,2025-11-05,2028-07-07,Default
4699,3093,44,Home,543477.39,8.0,45,2021-12-17,2027-07-07,Active
4700,5772,43,Home,584361.31,12.61,50,2021-06-19,2027-11-25,Active
4701,14557,71,Car,375462.3,11.84,57,2023-05-20,2027-01-07,Closed
4702,5138,78,Home,759958.93,11.01,36,2023-03-22,2027-04-18,Default
4703,7588,21,Personal,313345.85,8.98,50,2025-01-21,2026-10-02,Closed
4704,2338,93,Car,898519.12,8.6,54,2024-04-28,2026-08-19,Active
4705,8795,81,Home,381222.73,11.85,20,2024-08-06,2028-07-10,Default
4706,1974,10,Personal,195063.04,8.21,38,2022-07-16,2027-11-16,Default
4707,4278,87,Personal,695071.43,10.39,48,2021-10-04,2028-10-08,Closed
4708,10222,27,Home,867327.64,9.46,53,2026-02-07,2027-01-30,Active
4709,4131,52,Personal,393586.54,9.12,34,2021-04-27,2027-09-28,Default
4710,7490,86,Car,557718.87,9.84,49,2023-07-25,2027-11-06,Closed
4711,14142,87,Home,116009.28,12.77,21,2021-01-12,2028-02-14,Default
4712,3223,7,Personal,804828.08,10.21,53,2025-08-11,2027-09-14,Active
4713,13904,57,Car,788207.73,9.63,26,2024-03-08,2026-12-10,Active
4714,1764,98,Home,731775.82,11.65,27,2022-01-10,2027-09-11,Closed
4715,12392,7,Personal,556980.06,9.16,54,2024-10-16,2027-06-12,Active
4716,13587,27,Home,179395.43,12.98,16,2024-09-30,2028-07-29,Closed
4717,9395,33,Home,858670.31,10.95,35,2025-02-18,2027-12-23,Closed
4718,9625,95,Car,721959.44,8.78,52,2024-06-12,2027-09-05,Active
4719,10513,40,Home,490754.96,10.03,56,2026-01-23,2027-11-11,Active
4720,7031,37,Home,485648.11,11.8,34,2023-09-10,2027-11-06,Active
4721,4052,28,Car,646282.59,11.63,35,2021-01-30,2026-09-18,Closed
4722,11953,62,Personal,758483.83,11.07,52,2023-07-13,2027-07-10,Default
4723,14224,52,Home,414597.18,10.24,36,2023-09-30,2027-03-07,Active
4724,6449,70,Car,135379.06,9.76,53,2026-04-05,2027-12-31,Active
4725,2924,4,Personal,407482.54,8.18,14,2026-01-16,2028-08-02,Default
4726,6458,91,Car,134959.34,10.36,41,2025-05-02,2027-07-12,Default
4727,6033,17,Personal,998508.25,12.73,20,2023-04-25,2028-02-06,Default
4728,3596,28,Car,70117.47,12.25,34,2024-09-21,2027-01-29,Closed
4729,13593,17,Home,292912.32,11.53,48,2023-10-11,2027-11-30,Closed
4730,4275,55,Car,142902.91,8.28,33,2021-08-21,2028-10-17,Active
4731,12613,87,Car,162406.8,11.92,42,2023-05-17,2028-07-07,Default
4732,11102,86,Personal,118877.1,8.35,56,2026-04-17,2028-08-31,Closed
4733,14634,6,Home,958931.88,11.35,23,2022-02-16,2026-09-19,Active
4734,1662,90,Home,718569.21,11.85,29,2023-07-26,2027-03-25,Active
4735,692,34,Personal,651597.32,9.61,51,2023-11-25,2026-08-22,Closed
4736,3472,97,Home,440699.21,10.28,37,2021-03-05,2028-05-24,Active
4737,14091,60,Car,201868.08,9.61,21,2025-10-10,2027-04-18,Closed
4738,14218,39,Car,601542.82,10.59,18,2023-04-09,2027-02-01,Closed
4739,11082,13,Car,121300.61,11.4,39,2020-12-10,2027-01-31,Closed
4740,6171,16,Personal,113850.61,10.39,32,2023-08-27,2027-08-09,Default
4741,5750,34,Car,481843.73,10.36,16,2021-04-25,2027-03-13,Closed
4742,14526,49,Car,840390.18,8.69,39,2024-05-17,2027-02-11,Active
4743,793,40,Car,690492.3,8.01,36,2024-08-28,2027-06-25,Default
4744,3356,12,Personal,94514.19,11.25,38,2022-04-07,2027-11-25,Default
4745,2766,49,Home,888273.05,11.18,18,2025-06-27,2027-07-22,Active
4746,2879,15,Home,136385.27,9.41,26,2022-03-15,2028-07-20,Closed
4747,4822,34,Personal,846008.4,12.26,56,2021-07-21,2028-02-01,Default
4748,7869,95,Personal,397885.76,11.06,58,2022-05-17,2028-09-05,Active
4749,8413,8,Personal,362591.07,11.5,49,2022-11-27,2028-10-14,Closed
4750,8154,41,Car,279736.65,11.41,60,2025-06-06,2027-10-13,Active
4751,12426,6,Home,554048.57,11.26,53,2024-08-26,2027-01-12,Default
4752,2915,21,Personal,577655.42,9.43,17,2022-03-08,2027-01-04,Closed
4753,14932,66,Personal,335229.39,8.72,23,2023-09-13,2027-03-25,Closed
4754,12250,62,Personal,400393.13,10.32,46,2023-11-22,2026-12-19,Default
4755,10426,5,Car,243669.03,12.83,33,2025-06-21,2028-11-15,Active
4756,2370,56,Personal,405293.54,11.15,28,2024-04-04,2028-05-27,Default
4757,2373,89,Personal,81615.78,8.49,56,2021-05-11,2028-07-27,Closed
4758,10267,1,Car,225677.78,10.53,38,2024-08-18,2027-02-11,Closed
4759,11253,1,Car,774662.04,12.0,22,2024-01-01,2027-09-06,Active
4760,9319,43,Personal,579411.27,9.99,35,2021-03-26,2028-09-29,Default
4761,575,78,Personal,710599.88,12.67,57,2022-04-20,2027-06-05,Active
4762,5248,82,Home,181270.62,11.7,30,2026-03-27,2028-11-15,Closed
4763,14346,24,Personal,521902.62,11.72,36,2021-03-22,2028-01-21,Active
4764,4342,37,Home,522006.63,11.28,41,2025-01-03,2027-08-21,Closed
4765,9809,39,Personal,58893.98,12.42,41,2022-12-19,2027-09-23,Closed
4766,14203,52,Personal,813212.89,8.27,40,2021-01-22,2027-12-07,Closed
4767,6365,51,Home,675118.37,9.68,59,2025-01-20,2027-07-13,Active
4768,12411,86,Car,608350.75,8.54,40,2022-10-21,2028-03-08,Active
4769,9347,67,Personal,69988.99,11.43,19,2025-05-05,2027-08-21,Closed
4770,1400,80,Home,459799.46,9.75,22,2023-09-02,2026-10-05,Default
4771,1275,65,Personal,365943.65,10.78,18,2024-04-06,2028-04-18,Default
4772,4023,80,Personal,292505.87,9.64,51,2024-09-04,2028-07-20,Active
4773,4520,77,Personal,608517.18,12.3,20,2023-05-02,2028-09-03,Default
4774,3294,7,Home,130163.32,8.59,55,2024-12-25,2027-04-14,Closed
4775,5853,95,Car,827635.55,8.35,53,2022-09-09,2027-12-26,Active
4776,6044,7,Personal,281389.17,8.5,44,2023-03-26,2027-12-20,Closed
4777,3034,42,Personal,329953.95,10.68,14,2026-01-24,2028-11-21,Closed
4778,5467,12,Home,904561.66,11.82,43,2023-10-13,2026-12-26,Active
4779,961,44,Personal,826409.3,12.55,30,2025-08-20,2027-11-13,Default
4780,10790,71,Car,959827.82,11.93,52,2024-07-10,2028-08-07,Closed
4781,14352,6,Car,690285.01,9.38,29,2021-03-08,2028-06-24,Active
4782,7831,36,Home,312859.68,11.54,46,2021-12-03,2028-05-07,Default
4783,5944,59,Personal,943559.51,8.87,59,2025-08-21,2026-12-06,Active
4784,3904,13,Car,826905.83,8.72,52,2022-12-05,2027-01-13,Default
4785,294,14,Home,925348.75,11.65,15,2025-04-12,2028-11-21,Closed
4786,11548,89,Home,238733.47,8.33,57,2024-09-02,2027-11-10,Closed
4787,12410,41,Home,945705.68,9.72,15,2021-07-13,2027-08-28,Closed
4788,9869,13,Personal,345493.14,9.47,42,2021-10-25,2026-10-06,Default
4789,10538,37,Personal,330326.16,12.69,15,2025-02-21,2027-09-28,Active
4790,6843,90,Personal,788192.91,8.67,43,2023-09-28,2027-08-30,Active
4791,3777,82,Car,80361.36,10.67,16,2023-04-28,2028-09-18,Default
4792,14088,72,Car,581371.3,10.15,36,2024-12-14,2026-08-31,Closed
4793,2735,80,Personal,650909.43,9.08,21,2024-04-04,2028-09-25,Active
4794,8310,18,Personal,883013.9,12.57,36,2023-02-01,2028-10-15,Default
4795,246,66,Personal,56028.42,12.37,18,2020-12-01,2027-06-30,Default
4796,5599,6,Home,268946.63,10.68,26,2023-02-03,2028-12-20,Closed
4797,6977,18,Home,263218.23,10.82,28,2023-04-06,2028-01-02,Active
4798,3845,81,Car,345328.07,10.12,33,2021-04-01,2028-04-07,Active
