transaction_id,account_id,transaction_type,amount,balance_after,transaction_date,channel,merchant,description
3752,5203,Debit,2323.26,458257.1,2025-10-31 06:02:32.542251,Branch,Merchant_357,Transaction_3752
3753,7760,Credit,3512.75,456362.13,2022-08-09 06:02:32.542254,Branch,Merchant_489,Transaction_3753
3754,12677,Credit,6498.41,497270.63,2021-10-20 06:02:32.542257,ATM,Merchant_15,Transaction_3754
3755,14999,Debit,4015.0,129567.38,2025-09-12 06:02:32.542261,Branch,Merchant_326,Transaction_3755
3756,322,Debit,3203.49,242825.74,2025-09-28 06:02:32.542265,UPI,Merchant_6,Transaction_3756
3757,12376,Debit,6371.9,496248.61,2026-04-15 06:02:32.542268,Branch,,Transaction_3757
3758,14182,Credit,5146.52,401906.53,2021-08-19 06:02:32.542271,Online,Merchant_90,Transaction_3758
3759,12032,Debit,7344.15,405478.51,2023-02-26 06:02:32.542275,ATM,,Transaction_3759
3760,611,Debit,4068.19,364322.4,2022-06-22 06:02:32.542278,Branch,Merchant_378,Transaction_3760
3761,9868,Credit,8289.63,337286.83,2025-01-19 06:02:32.542281,UPI,Merchant_47,Transaction_3761
3762,11711,Debit,9007.31,45042.63,2024-07-27 06:02:32.542284,UPI,Merchant_492,Transaction_3762
3763,4692,Credit,812.64,260444.13,2021-01-09 06:02:32.542288,ATM,Merchant_474,Transaction_3763
3764,2609,Credit,5955.8,120846.05,2022-01-16 06:02:32.542292,Online,,Transaction_3764
3765,12554,Debit,5863.2,377105.01,2024-08-18 06:02:32.542296,ATM,Merchant_164,Transaction_3765
3766,14953,Debit,6700.15,13809.82,2022-03-31 06:02:32.542299,Online,Merchant_271,Transaction_3766
3767,6002,Debit,749.75,454168.01,2024-08-25 06:02:32.542303,UPI,Merchant_43,Transaction_3767
3768,9972,Debit,8574.27,429926.52,2022-11-07 06:02:32.542306,Online,Merchant_82,Transaction_3768
3769,44,Debit,6098.66,34824.96,2024-08-13 06:02:32.542310,ATM,,Transaction_3769
3770,13478,Debit,956.19,34419.03,2025-12-25 06:02:32.542313,Online,Merchant_163,Transaction_3770
3771,12099,Debit,7228.45,302200.86,2024-03-31 06:02:32.542316,UPI,Merchant_394,Transaction_3771
3772,84,Debit,9888.77,49708.04,2024-03-01 06:02:32.542320,UPI,Merchant_178,Transaction_3772
3773,4079,Debit,9403.69,3899.17,2023-12-06 06:02:32.542323,UPI,Merchant_447,Transaction_3773
3774,3221,Credit,9006.42,129446.2,2021-02-03 06:02:32.542327,UPI,Merchant_78,Transaction_3774
3775,13768,Debit,821.94,75136.53,2025-05-12 06:02:32.542330,Online,,Transaction_3775
3776,641,Debit,6466.0,286122.1,2023-04-19 06:02:32.542333,Online,Merchant_67,Transaction_3776
3777,13036,Credit,368.04,116517.46,2021-04-06 06:02:32.542337,UPI,Merchant_137,Transaction_3777
3778,12551,Credit,1930.2,439406.9,2023-04-11 06:02:32.542340,ATM,Merchant_40,Transaction_3778
3779,8357,Debit,5175.81,163518.24,2023-08-07 06:02:32.542344,ATM,Merchant_451,Transaction_3779
3780,6830,Credit,5863.68,103968.02,2021-08-14 06:02:32.542348,Online,,Transaction_3780
3781,6454,Credit,3989.36,350503.78,2025-08-04 06:02:32.542351,Branch,Merchant_324,Transaction_3781
3782,10285,Credit,8640.13,383407.47,2021-03-27 06:02:32.542354,ATM,,Transaction_3782
3783,14591,Credit,9741.34,126751.37,2021-12-22 06:02:32.542357,UPI,Merchant_148,Transaction_3783
3784,14181,Debit,3375.78,220315.65,2021-11-08 06:02:32.542360,Branch,Merchant_124,Transaction_3784
3785,9731,Debit,7736.71,31680.41,2020-12-16 06:02:32.542363,Online,,Transaction_3785
3786,68,Debit,843.38,1969.32,2023-10-05 06:02:32.542366,UPI,,Transaction_3786
3787,6802,Debit,6773.58,310493.81,2021-11-19 06:02:32.542370,Online,Merchant_365,Transaction_3787
3788,10792,Debit,6700.06,338434.31,2022-04-20 06:02:32.542373,ATM,Merchant_96,Transaction_3788
3789,8002,Credit,3180.36,477364.4,2022-09-23 06:02:32.542377,Online,Merchant_151,Transaction_3789
3790,7512,Debit,3597.7,202284.04,2026-04-16 06:02:32.542380,Online,,Transaction_3790
3791,8748,Debit,2404.15,258849.75,2020-12-15 06:02:32.542384,Branch,Merchant_54,Transaction_3791
3792,6927,Debit,9712.74,155038.61,2026-03-03 06:02:32.542387,Online,Merchant_412,Transaction_3792
3793,11994,Debit,1845.82,289890.73,2023-12-18 06:02:32.542391,UPI,Merchant_451,Transaction_3793
3794,7165,Credit,6319.45,456446.39,2023-03-30 06:02:32.542394,Branch,Merchant_370,Transaction_3794
3795,1292,Credit,5359.36,360025.5,2021-10-23 06:02:32.542397,ATM,Merchant_347,Transaction_3795
3796,14028,Debit,6062.28,51446.44,2025-01-15 06:02:32.542401,Online,Merchant_196,Transaction_3796
3797,9887,Debit,7662.39,31485.94,2024-03-31 06:02:32.542404,UPI,Merchant_430,Transaction_3797
3798,2002,Debit,7584.14,72008.59,2023-12-03 06:02:32.542408,Branch,Merchant_249,Transaction_3798
3799,5875,Credit,7730.4,310743.92,2025-02-06 06:02:32.542411,Branch,Merchant_126,Transaction_3799
3800,14824,Debit,1408.17,289396.31,2021-01-30 06:02:32.542415,ATM,Merchant_463,Transaction_3800
3801,11947,Credit,6662.63,440491.95,2021-06-28 06:02:32.542418,Branch,,Transaction_3801
3802,1649,Debit,2593.77,248278.9,2021-01-06 06:02:32.542422,Branch,Merchant_491,Transaction_3802
3803,8477,Debit,6184.79,464561.06,2024-11-04 06:02:32.542425,UPI,Merchant_132,Transaction_3803
3804,13426,Debit,4842.64,44962.49,2022-05-20 06:02:32.542428,ATM,Merchant_130,Transaction_3804
3805,11589,Credit,6509.1,421797.17,2025-04-25 06:02:32.542432,Online,,Transaction_3805
3806,5692,Credit,3431.43,91887.71,2024-02-28 06:02:32.542435,Online,Merchant_342,Transaction_3806
3807,4470,Debit,1752.16,273926.86,2021-08-30 06:02:32.542438,Branch,Merchant_28,Transaction_3807
3808,3790,Debit,2585.64,457048.99,2022-01-12 06:02:32.542442,Branch,,Transaction_3808
3809,6578,Debit,5729.99,51549.43,2024-10-12 06:02:32.542445,UPI,Merchant_95,Transaction_3809
3810,13451,Debit,1249.25,207484.75,2022-07-26 06:02:32.542449,Branch,Merchant_408,Transaction_3810
3811,1898,Debit,9204.59,366702.72,2022-01-28 06:02:32.542452,Branch,Merchant_442,Transaction_3811
3812,14424,Credit,6721.19,47096.14,2026-02-24 06:02:32.542456,Online,Merchant_46,Transaction_3812
3813,2561,Debit,669.77,165743.39,2025-11-25 06:02:32.542459,Online,Merchant_354,Transaction_3813
3814,8765,Credit,617.54,4432.93,2024-03-03 06:02:32.542463,ATM,,Transaction_3814
3815,519,Debit,9856.3,14598.53,2025-07-24 06:02:32.542466,Branch,Merchant_210,Transaction_3815
3816,14490,Credit,6168.56,218695.12,2024-07-03 06:02:32.542469,Branch,Merchant_13,Transaction_3816
3817,1474,Debit,4974.91,203171.24,2023-05-25 06:02:32.542473,Branch,Merchant_172,Transaction_3817
3818,5573,Credit,3779.6,43943.44,2023-10-27 06:02:32.542476,Branch,Merchant_107,Transaction_3818
3819,6078,Debit,5339.99,413361.55,2026-04-23 06:02:32.542479,ATM,Merchant_238,Transaction_3819
3820,14330,Credit,6903.43,285812.88,2023-02-22 06:02:32.542483,ATM,Merchant_296,Transaction_3820
3821,6654,Credit,577.85,432210.31,2024-09-02 06:02:32.542486,ATM,Merchant_422,Transaction_3821
3822,14731,Debit,8663.66,220705.04,2021-01-12 06:02:32.542490,Branch,,Transaction_3822
3823,5349,Debit,9515.18,224208.78,2024-12-23 06:02:32.542493,UPI,Merchant_418,Transaction_3823
3824,10053,Credit,1753.81,134509.25,2025-09-22 06:02:32.542497,ATM,Merchant_402,Transaction_3824
3825,13137,Debit,4156.02,382463.54,2025-02-28 06:02:32.542500,Branch,,Transaction_3825
3826,14792,Credit,7970.1,478962.29,2025-12-21 06:02:32.542503,Branch,Merchant_477,Transaction_3826
3827,5966,Credit,1719.31,103357.97,2025-02-17 06:02:32.542506,UPI,Merchant_150,Transaction_3827
3828,4112,Debit,324.07,186323.18,2021-08-09 06:02:32.542509,Branch,Merchant_345,Transaction_3828
3829,3176,Debit,8508.82,462466.85,2023-07-13 06:02:32.542513,ATM,Merchant_339,Transaction_3829
3830,14001,Credit,8527.36,171780.3,2020-11-15 06:02:32.542516,ATM,Merchant_295,Transaction_3830
3831,282,Debit,9355.8,413614.4,2022-12-18 06:02:32.542519,UPI,Merchant_328,Transaction_3831
3832,10893,Credit,5390.04,471708.33,2022-10-23 06:02:32.542522,Online,Merchant_36,Transaction_3832
3833,13626,Debit,3443.36,270133.31,2023-04-11 06:02:32.542526,ATM,Merchant_438,Transaction_3833
3834,1322,Debit,3691.38,41226.77,2021-04-30 06:02:32.542529,UPI,Merchant_54,Transaction_3834
3835,8340,Debit,4520.23,366325.1,2022-06-27 06:02:32.542532,Branch,,Transaction_3835
3836,5187,Credit,4584.34,51773.87,2026-01-19 06:02:32.542536,UPI,Merchant_6,Transaction_3836
3837,464,Debit,3989.39,350551.03,2022-04-06 06:02:32.542539,Branch,,Transaction_3837
3838,8885,Credit,4853.86,56749.68,2026-04-14 06:02:32.542542,Branch,Merchant_391,Transaction_3838
3839,9544,Credit,4779.22,171651.81,2021-04-10 06:02:32.542546,ATM,Merchant_21,Transaction_3839
3840,6734,Credit,1894.05,244640.36,2025-05-07 06:02:32.542549,ATM,Merchant_5,Transaction_3840
3841,9042,Credit,2437.36,321784.6,2022-11-18 06:02:32.542552,Branch,Merchant_161,Transaction_3841
3842,307,Credit,4548.24,476471.44,2023-04-27 06:02:32.542556,Online,Merchant_45,Transaction_3842
3843,9016,Debit,5259.55,102709.07,2023-12-11 06:02:32.542559,Branch,,Transaction_3843
3844,4763,Debit,410.84,353182.02,2026-02-12 06:02:32.542562,Branch,Merchant_428,Transaction_3844
3845,11614,Credit,525.98,459362.36,2024-11-23 06:02:32.542565,ATM,Merchant_299,Transaction_3845
3846,7637,Credit,7171.58,159834.95,2026-04-13 06:02:32.542568,Branch,Merchant_436,Transaction_3846
3847,3447,Credit,9251.01,76419.09,2022-03-12 06:02:32.542572,Online,,Transaction_3847
3848,176,Credit,2531.94,92806.71,2023-01-16 06:02:32.542575,ATM,,Transaction_3848
3849,10796,Credit,6210.81,484602.44,2023-08-27 06:02:32.542578,Branch,Merchant_268,Transaction_3849
3850,2862,Credit,5850.32,97595.87,2022-09-03 06:02:32.542581,Branch,,Transaction_3850
3851,8556,Credit,4249.94,152712.96,2021-09-24 06:02:32.542584,ATM,,Transaction_3851
3852,7002,Credit,6056.3,246767.48,2023-07-23 06:02:32.542587,Branch,Merchant_346,Transaction_3852
3853,13841,Debit,9316.81,470404.53,2020-12-01 06:02:32.542590,ATM,Merchant_148,Transaction_3853
3854,13398,Credit,2527.97,73890.78,2023-11-27 06:02:32.542593,Online,Merchant_407,Transaction_3854
3855,14991,Credit,1109.95,102202.88,2024-12-31 06:02:32.542597,UPI,Merchant_226,Transaction_3855
3856,4970,Credit,1722.88,76937.7,2023-11-27 06:02:32.542600,Online,Merchant_98,Transaction_3856
3857,3714,Debit,3316.06,402786.56,2022-10-05 06:02:32.542603,UPI,Merchant_394,Transaction_3857
3858,6756,Credit,1568.07,23037.59,2025-05-14 06:02:32.542607,Branch,,Transaction_3858
3859,13252,Credit,4595.21,413925.07,2026-03-25 06:02:32.542610,Online,,Transaction_3859
3860,8923,Credit,374.19,391665.09,2026-04-14 06:02:32.542613,ATM,Merchant_345,Transaction_3860
3861,14812,Credit,4495.07,39347.36,2023-07-16 06:02:32.542616,Branch,Merchant_324,Transaction_3861
3862,14352,Credit,7216.96,148586.2,2023-09-18 06:02:32.542619,ATM,Merchant_306,Transaction_3862
3863,12482,Credit,3306.06,311598.96,2021-09-06 06:02:32.542622,UPI,Merchant_133,Transaction_3863
3864,10298,Credit,9896.95,453383.04,2021-05-05 06:02:32.542626,ATM,Merchant_373,Transaction_3864
3865,10285,Credit,5667.82,63239.31,2025-11-26 06:02:32.542630,Online,,Transaction_3865
3866,9443,Debit,6565.54,468739.69,2025-10-06 06:02:32.542633,ATM,Merchant_380,Transaction_3866
3867,140,Debit,9826.37,308648.96,2021-12-21 06:02:32.542636,ATM,Merchant_36,Transaction_3867
3868,4863,Debit,9220.93,361006.92,2026-02-19 06:02:32.542640,ATM,,Transaction_3868
3869,728,Credit,7963.09,370935.45,2022-05-05 06:02:32.542643,ATM,Merchant_63,Transaction_3869
3870,3485,Credit,6761.65,47060.87,2024-07-18 06:02:32.542647,UPI,Merchant_291,Transaction_3870
3871,7330,Debit,303.6,256853.78,2024-06-23 06:02:32.542651,Branch,Merchant_320,Transaction_3871
3872,4105,Debit,2138.71,39404.5,2023-07-26 06:02:32.542654,UPI,Merchant_252,Transaction_3872
3873,4370,Debit,4168.11,398686.91,2021-11-03 06:02:32.542658,Online,Merchant_152,Transaction_3873
3874,9540,Credit,8282.16,333920.55,2024-12-25 06:02:32.542662,ATM,Merchant_144,Transaction_3874
3875,3937,Debit,6245.5,209973.51,2022-06-20 06:02:32.542665,UPI,Merchant_139,Transaction_3875
3876,4354,Debit,2855.76,288023.11,2025-10-19 06:02:32.542668,Branch,,Transaction_3876
3877,3043,Debit,678.24,240709.82,2022-11-07 06:02:32.542671,UPI,Merchant_54,Transaction_3877
3878,1231,Debit,145.87,439314.76,2026-03-11 06:02:32.542675,UPI,Merchant_172,Transaction_3878
3879,8620,Debit,3017.24,131502.84,2021-01-31 06:02:32.542679,Branch,Merchant_67,Transaction_3879
3880,12664,Debit,810.76,124843.63,2024-09-23 06:02:32.542682,Branch,Merchant_131,Transaction_3880
3881,4599,Debit,8595.33,443231.81,2024-09-07 06:02:32.542686,Branch,Merchant_108,Transaction_3881
3882,8917,Credit,9174.83,402253.74,2023-10-13 06:02:32.542689,ATM,Merchant_415,Transaction_3882
3883,11176,Credit,2857.83,339343.2,2025-08-30 06:02:32.542692,Branch,Merchant_83,Transaction_3883
3884,2136,Credit,8731.7,323796.9,2026-01-15 06:02:32.542696,UPI,Merchant_378,Transaction_3884
3885,8599,Debit,667.29,97488.2,2021-12-25 06:02:32.542700,ATM,Merchant_434,Transaction_3885
3886,2480,Credit,5633.22,77969.82,2025-03-12 06:02:32.542703,UPI,Merchant_15,Transaction_3886
3887,4964,Credit,3081.04,410010.76,2022-02-10 06:02:32.542706,Branch,Merchant_364,Transaction_3887
3888,14942,Debit,2292.22,360019.27,2022-12-04 06:02:32.542710,Online,,Transaction_3888
3889,8754,Debit,5918.8,31196.21,2021-09-15 06:02:32.542713,UPI,Merchant_222,Transaction_3889
3890,7049,Debit,9673.51,482065.19,2026-03-17 06:02:32.542717,Branch,,Transaction_3890
3891,6038,Debit,8471.57,238350.3,2023-07-26 06:02:32.542720,Online,Merchant_3,Transaction_3891
3892,173,Credit,2343.58,3860.43,2024-08-19 06:02:32.542723,UPI,,Transaction_3892
3893,4132,Debit,5133.95,492447.93,2022-07-17 06:02:32.542726,Branch,Merchant_49,Transaction_3893
3894,11418,Credit,8868.58,71409.63,2023-06-24 06:02:32.542730,UPI,,Transaction_3894
3895,7039,Debit,6588.03,25931.45,2021-07-25 06:02:32.542733,Online,,Transaction_3895
3896,7245,Debit,6447.34,254597.89,2023-04-16 06:02:32.542736,Branch,Merchant_452,Transaction_3896
3897,6706,Debit,3562.52,135355.26,2026-04-23 06:02:32.542740,Branch,Merchant_186,Transaction_3897
3898,2023,Debit,2815.21,63320.51,2020-12-17 06:02:32.542743,UPI,Merchant_248,Transaction_3898
3899,14423,Credit,1786.4,484828.3,2025-12-28 06:02:32.542746,Branch,Merchant_276,Transaction_3899
3900,5567,Credit,4448.88,252795.17,2024-03-04 06:02:32.542749,Online,Merchant_111,Transaction_3900
3901,5654,Debit,9011.67,315838.11,2023-08-08 06:02:32.542753,Online,Merchant_52,Transaction_3901
3902,10260,Credit,9545.35,190764.03,2026-01-26 06:02:32.542756,Online,Merchant_487,Transaction_3902
3903,5701,Debit,7583.62,142403.55,2024-10-20 06:02:32.542760,Branch,Merchant_154,Transaction_3903
3904,1148,Credit,9432.06,430728.15,2024-01-14 06:02:32.542763,ATM,Merchant_363,Transaction_3904
3905,6144,Debit,7914.93,493468.94,2023-09-03 06:02:32.542766,Branch,Merchant_279,Transaction_3905
3906,3775,Debit,4943.51,169953.17,2021-03-19 06:02:32.542769,Online,Merchant_495,Transaction_3906
3907,499,Debit,6295.45,476691.52,2022-04-01 06:02:32.542773,ATM,Merchant_26,Transaction_3907
3908,11494,Debit,186.27,101735.18,2022-10-08 06:02:32.542776,Branch,Merchant_287,Transaction_3908
3909,11840,Debit,2313.78,299524.32,2021-03-18 06:02:32.542779,Branch,Merchant_252,Transaction_3909
3910,6550,Debit,658.66,219359.47,2026-02-11 06:02:32.542783,ATM,Merchant_29,Transaction_3910
3911,13397,Debit,3064.35,83757.77,2023-06-05 06:02:32.542787,Online,Merchant_110,Transaction_3911
3912,6062,Debit,3238.36,86930.53,2023-04-02 06:02:32.542790,UPI,Merchant_225,Transaction_3912
3913,6679,Debit,5378.19,366852.24,2024-03-13 06:02:32.542793,Online,Merchant_324,Transaction_3913
3914,457,Credit,1968.45,334250.52,2025-12-03 06:02:32.542797,Online,,Transaction_3914
3915,3019,Debit,5100.19,10128.5,2025-04-14 06:02:32.542800,Online,,Transaction_3915
3916,6910,Credit,296.89,468964.29,2025-09-06 06:02:32.542803,ATM,Merchant_432,Transaction_3916
3917,8387,Debit,1232.35,212002.87,2022-12-26 06:02:32.542807,Online,Merchant_161,Transaction_3917
3918,13408,Credit,3133.9,450178.53,2024-05-22 06:02:32.542810,UPI,Merchant_346,Transaction_3918
3919,668,Debit,1825.39,302014.55,2021-04-21 06:02:32.542813,UPI,Merchant_68,Transaction_3919
3920,12948,Debit,579.19,266701.24,2025-12-25 06:02:32.542817,Branch,Merchant_47,Transaction_3920
3921,5917,Credit,4734.99,398651.81,2021-05-23 06:02:32.542821,UPI,Merchant_485,Transaction_3921
3922,13302,Debit,1400.39,51449.73,2022-09-17 06:02:32.542824,Branch,,Transaction_3922
3923,13195,Debit,8293.61,454424.59,2024-06-24 06:02:32.542827,Online,Merchant_95,Transaction_3923
3924,2857,Credit,3784.18,454495.14,2024-08-16 06:02:32.542831,Online,Merchant_387,Transaction_3924
3925,14735,Debit,403.5,400329.35,2024-04-22 06:02:32.542834,UPI,Merchant_208,Transaction_3925
3926,4005,Debit,9623.58,377522.26,2021-05-02 06:02:32.542838,Branch,,Transaction_3926
3927,14683,Debit,7580.97,5971.71,2025-12-06 06:02:32.542841,UPI,Merchant_229,Transaction_3927
3928,12732,Debit,2110.49,261457.34,2022-09-02 06:02:32.542844,Branch,Merchant_343,Transaction_3928
3929,8186,Debit,8899.86,3025.74,2021-10-29 06:02:32.542848,Branch,Merchant_454,Transaction_3929
3930,11967,Credit,3885.96,88642.54,2023-01-21 06:02:32.542851,Branch,Merchant_99,Transaction_3930
3931,5045,Debit,5422.95,164677.68,2025-10-30 06:02:32.542855,UPI,Merchant_77,Transaction_3931
3932,7001,Credit,7519.04,438721.83,2025-08-27 06:02:32.542858,UPI,Merchant_435,Transaction_3932
3933,2063,Debit,5749.65,289030.03,2025-02-09 06:02:32.542862,Online,,Transaction_3933
3934,7965,Credit,7177.05,129687.89,2022-07-01 06:02:32.542865,UPI,Merchant_237,Transaction_3934
3935,7650,Debit,1404.55,166703.03,2022-05-02 06:02:32.542868,Online,Merchant_52,Transaction_3935
3936,425,Debit,6308.32,455214.68,2025-11-27 06:02:32.542871,ATM,Merchant_114,Transaction_3936
3937,13918,Credit,8868.72,124177.93,2024-01-12 06:02:32.542875,UPI,Merchant_310,Transaction_3937
3938,6098,Debit,8473.28,343940.88,2021-06-16 06:02:32.542878,UPI,Merchant_391,Transaction_3938
3939,12663,Credit,9175.79,129579.37,2025-07-17 06:02:32.542881,Online,Merchant_26,Transaction_3939
3940,10129,Credit,2323.51,430061.7,2023-07-28 06:02:32.542886,UPI,Merchant_41,Transaction_3940
3941,6967,Debit,9753.32,181908.15,2024-08-05 06:02:32.542889,Branch,Merchant_384,Transaction_3941
3942,3009,Debit,4977.23,418116.57,2025-11-10 06:02:32.542892,ATM,Merchant_253,Transaction_3942
3943,4003,Debit,5563.7,146778.25,2021-07-23 06:02:32.542896,Online,Merchant_316,Transaction_3943
3944,13442,Credit,1322.95,407187.39,2021-03-29 06:02:32.542899,UPI,Merchant_299,Transaction_3944
3945,11187,Credit,9674.87,26307.97,2025-10-21 06:02:32.542903,ATM,Merchant_67,Transaction_3945
3946,9280,Credit,2101.08,142834.49,2024-10-16 06:02:32.542906,Branch,Merchant_172,Transaction_3946
3947,2158,Debit,6614.61,438838.88,2021-12-06 06:02:32.542909,Branch,,Transaction_3947
3948,402,Debit,1018.23,152004.96,2024-01-30 06:02:32.542912,Online,Merchant_319,Transaction_3948
3949,10659,Debit,7537.09,399996.56,2024-10-23 06:02:32.542916,Branch,Merchant_324,Transaction_3949
3950,13059,Debit,714.72,197189.59,2023-09-26 06:02:32.542919,UPI,Merchant_208,Transaction_3950
3951,6121,Credit,1264.16,87660.9,2023-03-21 06:02:32.542922,UPI,Merchant_56,Transaction_3951
3952,9605,Debit,2107.94,92807.36,2025-07-22 06:02:32.542926,Branch,,Transaction_3952
3953,10757,Debit,8323.94,412432.23,2024-06-29 06:02:32.542929,UPI,,Transaction_3953
3954,5768,Credit,9974.54,302540.43,2023-08-10 06:02:32.542932,Branch,Merchant_117,Transaction_3954
3955,6178,Debit,728.52,85939.16,2026-03-02 06:02:32.542935,UPI,Merchant_131,Transaction_3955
3956,11002,Debit,3966.03,334934.37,2021-02-20 06:02:32.542938,Online,Merchant_458,Transaction_3956
3957,4073,Credit,2863.87,420196.3,2022-12-18 06:02:32.542942,UPI,Merchant_132,Transaction_3957
3958,12469,Credit,7634.4,417198.59,2024-06-29 06:02:32.542945,Branch,Merchant_136,Transaction_3958
3959,2849,Credit,8247.17,235129.14,2022-08-10 06:02:32.542948,Online,Merchant_61,Transaction_3959
3960,14765,Credit,6627.96,231502.03,2022-07-08 06:02:32.542951,UPI,Merchant_397,Transaction_3960
3961,4154,Debit,7106.24,212161.97,2022-02-20 06:02:32.542955,ATM,Merchant_410,Transaction_3961
3962,13672,Credit,7232.86,47894.78,2024-11-20 06:02:32.542958,Branch,,Transaction_3962
3963,11113,Debit,1893.16,496445.89,2025-12-14 06:02:32.542961,ATM,Merchant_48,Transaction_3963
3964,14445,Debit,4733.82,50661.2,2025-09-19 06:02:32.542966,Online,,Transaction_3964
3965,9117,Debit,424.86,249529.67,2023-02-01 06:02:32.542969,Branch,Merchant_297,Transaction_3965
3966,1194,Credit,8930.42,217579.58,2026-03-14 06:02:32.542973,ATM,Merchant_128,Transaction_3966
3967,7848,Debit,2810.36,21221.29,2024-02-16 06:02:32.542976,ATM,Merchant_426,Transaction_3967
3968,14021,Credit,8662.4,454250.17,2024-06-20 06:02:32.542979,Branch,Merchant_185,Transaction_3968
3969,9612,Credit,4136.91,498113.59,2021-06-01 06:02:32.542982,UPI,Merchant_86,Transaction_3969
3970,8189,Credit,3243.19,163695.95,2022-06-02 06:02:32.542986,Online,Merchant_290,Transaction_3970
3971,12571,Credit,8913.57,442826.95,2024-04-12 06:02:32.542989,UPI,Merchant_359,Transaction_3971
3972,11493,Debit,8914.96,248050.82,2022-07-20 06:02:32.542993,ATM,,Transaction_3972
3973,12078,Credit,5907.23,365293.76,2021-03-19 06:02:32.542996,Online,Merchant_27,Transaction_3973
3974,6298,Credit,5930.75,410445.96,2023-07-01 06:02:32.542999,Branch,,Transaction_3974
3975,9182,Debit,5630.83,224812.66,2025-05-10 06:02:32.543002,Branch,Merchant_203,Transaction_3975
3976,13469,Credit,3459.29,457711.83,2022-01-15 06:02:32.543005,UPI,Merchant_192,Transaction_3976
3977,3222,Credit,12.6,21618.39,2022-05-26 06:02:32.543008,Branch,Merchant_74,Transaction_3977
3978,7871,Debit,5383.12,380090.85,2023-01-08 06:02:32.543011,UPI,Merchant_432,Transaction_3978
3979,8979,Credit,3286.84,260076.57,2025-10-01 06:02:32.543015,ATM,,Transaction_3979
3980,5950,Debit,9613.11,298486.9,2025-05-28 06:02:32.543018,UPI,Merchant_231,Transaction_3980
3981,11313,Credit,7876.65,265947.15,2023-09-19 06:02:32.543021,Online,Merchant_303,Transaction_3981
3982,4264,Debit,6716.08,21478.37,2022-12-12 06:02:32.543025,Branch,Merchant_348,Transaction_3982
3983,14886,Credit,6646.68,169240.1,2024-01-05 06:02:32.543028,ATM,Merchant_128,Transaction_3983
3984,14302,Debit,4114.65,4189.02,2022-01-11 06:02:32.543031,ATM,Merchant_313,Transaction_3984
3985,7108,Debit,3539.57,278957.59,2023-10-10 06:02:32.543035,UPI,,Transaction_3985
3986,11195,Credit,8924.34,255354.13,2025-04-29 06:02:32.543037,ATM,Merchant_343,Transaction_3986
3987,1569,Credit,326.86,302149.93,2026-03-07 06:02:32.543041,ATM,Merchant_459,Transaction_3987
3988,241,Credit,9123.57,126767.98,2024-06-18 06:02:32.543044,Online,Merchant_212,Transaction_3988
3989,2155,Credit,2930.85,64222.49,2023-10-19 06:02:32.543047,ATM,Merchant_380,Transaction_3989
3990,12164,Credit,4192.16,471863.95,2024-01-10 06:02:32.543050,Online,Merchant_480,Transaction_3990
3991,11718,Debit,3958.2,177236.37,2024-11-17 06:02:32.543054,UPI,Merchant_382,Transaction_3991
3992,14628,Credit,7347.71,464349.54,2023-09-27 06:02:32.543057,Branch,Merchant_298,Transaction_3992
3993,3946,Credit,8864.28,250651.86,2026-02-07 06:02:32.543061,ATM,Merchant_352,Transaction_3993
3994,1217,Credit,7757.74,163730.37,2023-05-29 06:02:32.543064,ATM,Merchant_137,Transaction_3994
3995,3112,Credit,7865.44,34522.01,2022-09-16 06:02:32.543067,UPI,,Transaction_3995
3996,10046,Debit,5965.25,433812.52,2024-09-12 06:02:32.543070,Branch,Merchant_290,Transaction_3996
3997,7287,Debit,4891.53,35437.0,2021-03-01 06:02:32.543073,UPI,Merchant_410,Transaction_3997
3998,11573,Debit,1375.21,170436.33,2021-08-11 06:02:32.543076,Branch,,Transaction_3998
3999,12281,Debit,4568.7,217705.06,2024-08-10 06:02:32.543080,Branch,Merchant_302,Transaction_3999
4000,7780,Credit,6963.67,97982.87,2025-01-30 06:02:32.543083,UPI,,Transaction_4000
4001,3098,Debit,3194.19,148047.63,2026-02-11 06:02:32.543086,ATM,Merchant_263,Transaction_4001
4002,10873,Credit,5612.48,456756.61,2025-06-28 06:02:32.543090,Online,Merchant_469,Transaction_4002
4003,3381,Debit,1785.0,319571.03,2022-04-01 06:02:32.543093,Online,Merchant_121,Transaction_4003
4004,3435,Debit,6541.71,115660.74,2023-08-30 06:02:32.543096,Branch,Merchant_108,Transaction_4004
4005,6994,Credit,8520.63,403865.02,2022-04-28 06:02:32.543100,UPI,Merchant_275,Transaction_4005
4006,6968,Debit,8253.54,482859.24,2022-04-29 06:02:32.543103,ATM,Merchant_133,Transaction_4006
4007,8176,Debit,2525.41,157132.78,2025-07-26 06:02:32.543106,Branch,Merchant_126,Transaction_4007
4008,10162,Debit,3895.5,74004.86,2021-04-26 06:02:32.543110,Online,Merchant_27,Transaction_4008
4009,5423,Credit,4005.07,291215.91,2021-06-09 06:02:32.543113,ATM,Merchant_110,Transaction_4009
4010,2247,Credit,6882.25,195087.78,2021-06-24 06:02:32.543117,ATM,Merchant_216,Transaction_4010
4011,12052,Credit,3623.2,335138.33,2025-01-17 06:02:32.543120,UPI,,Transaction_4011
4012,474,Debit,1498.82,12897.7,2021-07-27 06:02:32.543123,Branch,,Transaction_4012
