repayment_id,loan_id,paid_amount,due_amount,payment_date,due_date,status
1489,9271,30324.59,19451.75,2025-10-21,2026-06-08,Paid
1490,6006,18420.85,7731.2,2022-11-29,2026-06-01,Pending
1491,5836,49979.7,11534.38,2024-08-13,2026-05-18,Paid
1492,6892,43262.43,47756.61,2025-11-07,2026-06-02,Pending
1493,8464,1753.76,49746.65,2021-06-09,2026-05-12,Late
1494,7891,940.06,46784.69,2022-05-26,2026-07-16,Late
1495,14954,29475.89,22363.43,2022-09-13,2026-07-15,Late
1496,5986,25627.72,6347.89,2025-09-07,2026-05-19,Late
1497,4459,22923.51,39635.42,2026-04-23,2026-07-07,Paid
1498,8843,42521.69,28621.15,2025-03-13,2026-06-24,Paid
1499,13158,19999.5,34371.12,2021-03-28,2026-05-26,Late
1500,69,33802.29,20965.66,2022-07-16,2026-06-18,Paid
1501,5706,44030.57,25647.99,2022-04-25,2026-05-13,Late
1502,5259,41188.7,26421.08,2025-09-28,2026-06-30,Pending
1503,8709,41108.17,22755.34,2026-03-23,2026-07-14,Pending
1504,7298,14300.95,44603.11,2021-02-15,2026-05-12,Paid
1505,12834,36473.19,22212.87,2023-10-22,2026-06-12,Late
1506,3388,22375.36,33286.21,2023-06-14,2026-07-10,Late
1507,9072,13816.11,36463.34,2024-10-14,2026-06-20,Late
1508,9427,37501.89,12346.16,2021-08-19,2026-06-01,Late
1509,5686,40537.51,29353.77,2026-01-28,2026-06-27,Late
1510,14246,36502.46,24956.53,2023-03-09,2026-05-31,Paid
1511,11119,39547.78,13418.93,2026-04-01,2026-07-26,Late
1512,10180,14938.26,41399.04,2023-04-01,2026-07-16,Pending
1513,4477,42240.61,7228.39,2024-01-26,2026-06-27,Paid
1514,14890,29459.66,29997.02,2025-07-27,2026-05-14,Late
1515,2113,6013.48,25553.71,2025-12-26,2026-05-13,Late
1516,11355,11094.36,13249.29,2023-08-01,2026-04-26,Late
1517,2424,10870.77,46041.74,2024-09-02,2026-07-22,Late
1518,11327,15440.11,42422.94,2024-08-18,2026-06-25,Paid
1519,12423,38869.26,6532.14,2023-06-11,2026-05-03,Late
1520,2031,13228.14,22356.96,2021-01-02,2026-07-03,Pending
1521,3254,44212.11,12607.91,2022-07-22,2026-05-18,Pending
1522,2064,8161.99,22227.72,2024-12-13,2026-06-02,Paid
1523,3044,40842.28,19499.94,2021-03-23,2026-07-08,Late
1524,121,46502.09,17590.41,2025-05-15,2026-06-20,Paid
1525,5083,8935.66,12278.35,2020-11-08,2026-06-03,Pending
1526,12075,18986.17,33027.15,2024-12-21,2026-05-05,Paid
1527,10026,32400.02,34205.64,2021-09-14,2026-05-30,Paid
1528,10909,40443.77,15429.28,2024-11-27,2026-07-09,Pending
1529,4429,1849.82,310.16,2025-03-24,2026-06-18,Pending
1530,12629,26344.03,2448.8,2023-08-20,2026-07-03,Late
1531,9687,6194.23,18659.78,2024-01-12,2026-05-25,Paid
1532,7286,4239.32,37611.17,2023-06-29,2026-06-09,Pending
1533,6357,37799.48,27209.25,2025-03-18,2026-07-23,Paid
1534,6621,1910.78,40005.06,2023-06-02,2026-05-31,Late
1535,8659,38157.74,13213.06,2026-04-09,2026-07-01,Late
1536,9582,41023.69,47346.01,2021-07-18,2026-04-30,Late
1537,10135,38014.52,45410.81,2024-04-28,2026-04-28,Pending
1538,1158,40238.61,3984.19,2022-08-14,2026-07-08,Late
1539,14897,43666.57,25327.59,2026-03-28,2026-07-02,Late
1540,11179,13782.16,40015.12,2023-06-02,2026-06-09,Paid
1541,13196,38681.11,34905.21,2023-10-28,2026-06-10,Paid
1542,6679,2055.47,2299.73,2025-04-29,2026-06-22,Late
1543,7877,26621.21,31233.43,2024-03-07,2026-05-09,Late
1544,867,32210.09,30370.12,2026-04-13,2026-07-18,Paid
1545,7594,15407.59,44491.26,2025-12-23,2026-06-02,Late
1546,2975,10949.09,48470.76,2025-10-28,2026-07-09,Late
1547,9291,4189.55,33630.26,2024-09-29,2026-05-12,Paid
1548,11052,38339.04,44242.52,2022-01-30,2026-07-24,Pending
1549,12549,8632.44,13471.01,2025-11-20,2026-06-14,Pending
1550,11935,15680.38,47450.22,2023-04-29,2026-05-26,Paid
1551,580,25562.02,41082.23,2021-07-13,2026-05-20,Pending
1552,10492,26301.58,10052.66,2021-12-30,2026-07-21,Late
1553,6129,24331.12,1322.46,2025-05-17,2026-05-23,Paid
1554,12686,3999.92,36980.72,2022-12-04,2026-05-03,Late
1555,3007,35937.7,15098.24,2025-03-06,2026-08-02,Late
1556,10567,48557.79,45860.18,2023-10-20,2026-06-02,Late
1557,3867,18167.46,7235.18,2025-03-17,2026-06-15,Pending
1558,996,37692.01,32121.57,2022-02-22,2026-05-18,Pending
1559,7458,36911.36,7533.5,2024-08-29,2026-05-31,Late
1560,8099,35524.73,42258.74,2021-06-06,2026-04-30,Paid
1561,11428,38292.18,39229.06,2025-09-19,2026-07-30,Paid
1562,8800,38017.2,38895.42,2021-11-16,2026-06-04,Paid
1563,14855,46436.88,40968.38,2022-11-23,2026-05-13,Pending
1564,8859,17417.28,23219.49,2022-04-11,2026-05-22,Late
1565,10083,2187.47,20150.93,2023-06-10,2026-07-10,Paid
1566,2884,46033.11,30966.08,2021-03-01,2026-06-13,Pending
1567,658,45219.4,28561.19,2021-06-17,2026-05-16,Pending
1568,10898,24420.57,2496.89,2023-04-29,2026-04-29,Paid
1569,2349,36453.38,49600.82,2021-12-05,2026-07-05,Pending
1570,8344,1386.6,9475.32,2025-01-15,2026-06-26,Pending
1571,13069,35308.12,28991.46,2022-03-07,2026-07-16,Late
1572,8821,26514.31,24201.0,2022-02-20,2026-05-29,Late
1573,10290,34947.89,29701.36,2022-07-06,2026-07-30,Pending
1574,3119,537.65,43269.12,2022-09-22,2026-07-29,Pending
1575,5569,36357.34,19400.42,2025-08-24,2026-07-09,Paid
1576,14522,217.27,9864.85,2025-11-12,2026-06-10,Pending
1577,2608,17094.77,27207.49,2021-11-26,2026-07-30,Paid
1578,7750,5216.97,24408.79,2025-04-08,2026-05-26,Pending
1579,5967,610.58,7143.43,2023-08-05,2026-06-04,Paid
1580,13223,16966.29,14576.63,2021-10-14,2026-05-18,Paid
1581,6116,27366.59,33462.03,2021-03-13,2026-07-08,Paid
1582,11092,20851.5,45741.09,2023-09-17,2026-07-02,Pending
1583,259,48561.27,23268.66,2024-07-22,2026-07-30,Late
1584,9571,4444.0,16853.29,2025-04-25,2026-06-08,Pending
1585,4867,30393.08,10910.93,2025-03-30,2026-04-26,Pending
1586,11012,38165.31,33599.06,2025-07-19,2026-06-29,Late
1587,9839,34176.18,32384.04,2024-03-28,2026-06-29,Pending
1588,2740,6520.46,48839.68,2024-11-27,2026-05-08,Paid
1589,7007,5165.48,14532.86,2020-11-30,2026-07-10,Paid
1590,249,4963.79,43942.9,2024-07-12,2026-05-23,Late
1591,7650,24520.4,36572.93,2025-01-08,2026-06-09,Paid
1592,1942,21398.67,46494.39,2025-10-02,2026-05-04,Paid
1593,9789,27088.87,40015.94,2023-11-06,2026-04-27,Pending
1594,13786,35135.74,9995.74,2022-10-22,2026-04-25,Pending
1595,11250,13460.09,22709.91,2023-08-19,2026-05-28,Late
1596,5893,5046.29,2368.97,2021-08-16,2026-07-12,Late
1597,12034,39041.78,21415.66,2022-07-01,2026-07-12,Late
1598,13086,32940.23,41825.88,2021-06-19,2026-06-22,Pending
1599,9698,12007.25,37522.42,2024-04-15,2026-06-26,Pending
1600,13085,32941.89,8554.95,2023-07-20,2026-06-29,Paid
1601,11009,3022.14,12890.62,2024-08-06,2026-05-17,Pending
1602,11033,34544.09,4893.89,2023-01-03,2026-07-12,Late
1603,4463,22272.07,38652.76,2021-08-25,2026-05-01,Pending
1604,10528,35241.81,31594.19,2023-07-30,2026-05-14,Pending
1605,13024,40739.38,28699.42,2022-09-10,2026-07-04,Late
1606,4684,7462.86,36889.16,2022-10-10,2026-05-16,Late
1607,9629,27057.76,12901.92,2024-06-06,2026-06-11,Pending
1608,11720,3487.87,3456.08,2021-03-01,2026-06-20,Paid
1609,10839,3527.99,9656.67,2022-02-04,2026-06-14,Pending
1610,14334,37429.16,7939.09,2024-11-03,2026-05-20,Paid
1611,41,24355.87,2765.92,2025-10-12,2026-07-19,Pending
1612,14534,32808.77,1779.84,2022-02-17,2026-07-18,Paid
1613,1158,49670.75,29767.69,2025-01-10,2026-04-27,Pending
1614,4890,40655.58,44587.42,2021-09-23,2026-05-19,Pending
1615,448,19621.11,20871.72,2024-12-10,2026-05-06,Pending
1616,5160,48873.26,33772.19,2025-11-19,2026-07-28,Paid
1617,14029,5296.16,24431.58,2021-03-14,2026-06-03,Paid
1618,3304,14044.21,46744.04,2021-06-08,2026-06-07,Late
1619,13474,9830.78,47076.15,2023-01-31,2026-05-10,Paid
1620,9460,32804.52,20112.98,2026-04-03,2026-07-17,Late
1621,5483,30827.67,10709.12,2023-07-05,2026-05-25,Late
1622,14696,4563.14,34757.77,2022-07-03,2026-07-31,Paid
1623,8687,25142.83,7519.53,2025-02-16,2026-05-05,Pending
1624,9424,26964.88,1647.06,2025-10-07,2026-04-30,Late
1625,9109,8784.65,21795.15,2023-08-28,2026-05-02,Pending
1626,2751,1647.41,23779.51,2026-03-09,2026-06-18,Paid
1627,9191,37040.11,42438.9,2024-11-24,2026-06-03,Pending
1628,11444,17774.84,7061.06,2023-08-25,2026-05-14,Pending
1629,6751,5532.34,36883.34,2026-02-09,2026-06-06,Pending
1630,3663,10485.52,4910.66,2025-10-09,2026-06-20,Late
1631,11234,6443.72,37290.32,2020-12-01,2026-06-03,Paid
1632,10229,36916.3,24465.84,2023-06-03,2026-05-17,Late
1633,10108,38866.29,14028.09,2022-06-16,2026-05-11,Pending
1634,10703,13070.8,37914.36,2023-05-22,2026-05-28,Paid
1635,4304,22589.15,6694.76,2023-06-15,2026-07-24,Paid
1636,3515,43542.71,28157.13,2023-08-02,2026-05-20,Late
1637,8971,3203.33,37031.06,2021-08-07,2026-05-20,Pending
1638,5385,11174.65,45300.63,2024-11-09,2026-07-17,Late
1639,1282,49253.23,3852.9,2024-05-25,2026-06-02,Pending
1640,5454,14219.43,40644.0,2023-10-13,2026-07-25,Pending
1641,4509,5028.87,39242.37,2024-09-20,2026-07-23,Late
1642,1789,10173.22,27701.66,2024-06-16,2026-06-01,Late
1643,13015,9926.86,17859.12,2024-08-18,2026-07-26,Pending
1644,15000,8682.73,40743.14,2023-11-27,2026-07-22,Paid
1645,4730,25466.58,45055.51,2025-09-15,2026-05-07,Pending
1646,11410,47045.72,49682.33,2023-09-11,2026-05-11,Late
1647,10355,38647.29,41755.51,2022-03-02,2026-07-06,Paid
1648,14830,49987.92,5258.77,2025-11-26,2026-05-26,Late
1649,1041,38443.24,24511.74,2024-06-22,2026-05-16,Pending
1650,13583,19466.64,21638.38,2021-01-31,2026-05-22,Pending
1651,14611,28244.65,3175.49,2024-01-04,2026-07-28,Paid
1652,14566,28712.37,31878.47,2025-01-06,2026-05-05,Late
1653,8455,21076.87,46552.35,2023-09-09,2026-07-05,Late
1654,6023,36872.39,11219.8,2022-06-23,2026-05-20,Paid
1655,10330,28630.95,4226.68,2022-04-24,2026-07-17,Pending
1656,12589,40556.1,4266.11,2023-08-22,2026-06-14,Late
1657,5702,35426.29,13036.78,2021-05-20,2026-06-22,Pending
1658,1351,43424.24,16078.92,2024-05-05,2026-08-02,Paid
1659,13527,4388.65,825.05,2021-12-30,2026-07-19,Pending
1660,12942,375.36,41646.94,2026-01-01,2026-07-15,Pending
1661,14706,20299.54,31926.82,2021-03-01,2026-06-10,Pending
1662,3486,49620.92,43656.51,2024-12-19,2026-07-28,Pending
1663,5997,10124.45,13991.58,2025-06-26,2026-07-22,Late
1664,10192,26400.51,20169.92,2025-09-23,2026-07-29,Late
1665,5832,14173.3,8716.22,2025-07-08,2026-07-08,Late
1666,2706,45263.48,13364.99,2026-04-08,2026-07-11,Late
1667,13669,43655.48,28183.57,2025-04-19,2026-05-11,Paid
1668,13647,22926.46,23178.95,2021-11-22,2026-06-06,Pending
1669,11271,6080.54,32079.15,2026-01-10,2026-05-30,Pending
1670,6622,26398.96,42352.08,2021-06-12,2026-07-27,Late
1671,14238,3295.43,7522.98,2024-12-08,2026-05-25,Pending
1672,9984,46844.66,5009.87,2022-10-12,2026-06-21,Paid
1673,12444,8861.68,23516.16,2026-01-24,2026-05-22,Paid
1674,7901,24636.41,35551.4,2023-02-01,2026-05-04,Pending
1675,5345,23408.13,15925.26,2023-07-14,2026-06-27,Late
1676,425,22456.32,16892.35,2025-07-03,2026-07-30,Pending
1677,2176,48303.64,19708.48,2022-06-29,2026-07-04,Pending
1678,7496,24262.4,47394.14,2022-05-07,2026-06-29,Pending
1679,6578,28827.33,38220.91,2025-08-16,2026-06-29,Late
1680,5152,1001.02,2649.57,2025-02-07,2026-07-04,Paid
1681,9141,17715.18,23892.12,2025-07-02,2026-05-05,Late
1682,2140,17455.66,20026.48,2024-02-07,2026-05-04,Pending
1683,4989,3850.74,26308.24,2024-06-29,2026-07-02,Pending
1684,10858,7758.03,19492.21,2024-04-13,2026-06-15,Pending
1685,4964,47464.07,15120.78,2025-03-12,2026-06-23,Late
1686,9691,27036.95,47822.33,2026-04-18,2026-06-16,Paid
1687,8915,27737.37,29799.28,2023-04-26,2026-05-21,Late
1688,6689,41306.48,34879.37,2021-11-22,2026-07-02,Pending
1689,13039,9587.93,11117.41,2020-12-13,2026-06-28,Paid
1690,13403,11249.45,7806.74,2023-03-12,2026-06-22,Paid
1691,11522,29123.65,27243.94,2022-12-18,2026-07-17,Pending
1692,11833,1009.17,19315.53,2021-02-11,2026-07-05,Late
1693,12713,20059.79,45759.58,2024-03-27,2026-05-04,Paid
1694,1402,17514.87,9742.23,2025-06-22,2026-05-27,Pending
1695,1636,42283.11,6892.75,2024-02-10,2026-07-10,Pending
1696,10541,30739.48,28293.65,2021-09-24,2026-04-27,Pending
1697,1817,7216.16,19173.82,2023-08-29,2026-05-25,Paid
1698,14868,5056.07,25863.6,2024-12-31,2026-07-30,Pending
1699,12416,2323.04,25682.63,2022-04-24,2026-06-18,Late
1700,6891,7970.42,49892.56,2024-07-16,2026-04-28,Paid
1701,8353,11566.07,2095.07,2022-04-05,2026-07-23,Paid
1702,1568,8983.24,19783.0,2024-03-28,2026-05-22,Pending
1703,12767,35662.6,26695.28,2025-03-02,2026-07-03,Late
1704,2371,40029.24,1538.73,2022-03-26,2026-07-05,Pending
1705,4552,21166.78,29795.72,2024-10-08,2026-07-05,Paid
1706,12155,929.18,24616.27,2024-03-21,2026-05-19,Pending
1707,13369,5705.4,4774.79,2024-07-04,2026-07-20,Paid
1708,10038,40774.51,30376.24,2024-09-03,2026-07-21,Pending
1709,523,11522.31,5017.01,2021-06-15,2026-05-13,Late
1710,12625,12249.85,30921.64,2022-10-25,2026-07-28,Late
1711,6950,46066.03,46838.16,2026-03-22,2026-07-18,Paid
1712,14529,48246.52,28370.93,2024-04-02,2026-06-09,Pending
1713,7004,31020.2,23573.17,2021-02-12,2026-07-01,Paid
1714,5987,2315.75,2431.13,2024-12-15,2026-05-28,Paid
1715,2421,490.04,21717.56,2024-05-06,2026-06-12,Pending
1716,10556,3973.95,2791.47,2023-12-24,2026-05-01,Paid
1717,14036,12606.64,27749.97,2025-03-17,2026-05-14,Late
1718,7401,36393.05,23899.64,2025-11-17,2026-06-12,Late
1719,8491,33558.4,46456.7,2023-05-26,2026-05-10,Paid
1720,7219,7.76,85.66,2021-11-05,2026-05-18,Paid
1721,12553,28307.85,31942.89,2023-02-14,2026-05-30,Paid
1722,4566,41350.38,15409.5,2022-11-21,2026-05-24,Pending
1723,3403,13309.8,44674.32,2021-10-19,2026-05-09,Late
1724,166,20918.75,7067.67,2024-04-09,2026-06-27,Paid
1725,14359,48780.84,37938.21,2021-09-06,2026-05-17,Paid
1726,11381,27762.69,11904.95,2021-06-26,2026-05-13,Late
1727,5164,10567.73,7944.57,2024-06-23,2026-07-03,Late
1728,8235,5145.19,7722.98,2025-02-22,2026-08-01,Late
1729,14723,1172.34,46824.02,2022-06-18,2026-05-28,Paid
1730,14924,32934.46,2603.58,2025-02-11,2026-06-03,Paid
1731,8272,28219.48,45876.23,2024-06-17,2026-07-25,Late
1732,13053,13112.28,23338.3,2024-02-08,2026-06-27,Late
1733,6869,41063.18,42422.78,2025-02-15,2026-05-13,Pending
1734,7723,47302.38,15865.68,2021-02-28,2026-06-04,Paid
1735,13199,36811.69,44522.96,2020-11-08,2026-07-16,Pending
1736,4102,18119.99,4767.76,2022-11-25,2026-05-23,Pending
1737,10457,33271.98,9470.85,2025-10-22,2026-07-11,Pending
1738,7234,12873.06,41037.96,2025-12-29,2026-05-02,Pending
1739,2525,44353.95,47507.3,2024-06-15,2026-07-11,Paid
1740,13461,47544.2,10048.87,2023-09-19,2026-07-07,Pending
1741,14227,35040.19,34184.55,2022-08-03,2026-05-15,Paid
1742,6159,40558.26,41476.21,2021-05-09,2026-05-27,Pending
1743,7913,36971.06,42584.39,2026-04-24,2026-07-20,Late
1744,9979,14383.05,30581.25,2022-05-14,2026-07-23,Paid
1745,3600,27100.5,28024.97,2022-08-03,2026-05-15,Pending
1746,6103,42273.72,31180.57,2022-02-12,2026-07-19,Late
1747,12533,696.14,14848.64,2024-11-06,2026-07-20,Pending
1748,11515,15446.52,41489.46,2021-06-25,2026-07-01,Pending
1749,14151,6454.35,11578.7,2025-01-02,2026-05-12,Late
1750,1639,2321.9,42584.02,2021-12-05,2026-07-03,Paid
1751,14283,23985.29,3405.01,2024-01-08,2026-06-28,Late
1752,6534,22012.95,18541.4,2024-11-18,2026-07-31,Paid
1753,775,42366.47,47697.35,2024-11-09,2026-06-15,Paid
1754,12254,15726.08,34612.93,2024-01-08,2026-05-27,Pending
1755,7978,44498.22,4654.62,2024-03-29,2026-06-17,Paid
1756,12993,29905.97,36369.13,2023-04-30,2026-07-31,Pending
1757,9090,10695.36,1160.75,2023-12-07,2026-06-04,Pending
1758,14755,17745.01,39804.36,2024-11-23,2026-07-30,Pending
1759,7713,34285.12,35635.26,2026-04-23,2026-06-09,Late
1760,10785,25017.37,29995.06,2025-10-21,2026-05-07,Paid
1761,4658,49908.83,899.05,2021-05-20,2026-04-26,Pending
1762,14565,16561.32,28803.22,2024-01-01,2026-05-21,Late
1763,1509,40551.16,40514.96,2024-01-11,2026-07-27,Pending
1764,2860,40518.66,27943.57,2025-01-04,2026-04-30,Paid
1765,5771,40158.92,32949.12,2022-08-22,2026-04-30,Paid
1766,10541,16766.85,10542.36,2023-03-19,2026-05-08,Pending
1767,4791,38494.29,6359.4,2021-05-14,2026-06-22,Paid
1768,11486,4823.32,20125.13,2021-01-10,2026-04-29,Paid
1769,3877,33807.29,24358.87,2023-06-04,2026-07-08,Pending
1770,8944,49845.37,47372.92,2025-09-22,2026-05-31,Paid
1771,6324,29757.74,24629.75,2025-08-20,2026-07-15,Late
1772,10071,47971.59,23722.04,2023-06-16,2026-05-24,Late
1773,6762,24593.52,29121.84,2021-08-09,2026-07-01,Paid
1774,8150,28498.13,40131.61,2025-03-04,2026-05-01,Late
1775,3669,19269.65,3463.18,2021-11-26,2026-07-01,Late
1776,13485,28064.91,8063.66,2024-03-07,2026-06-12,Pending
1777,5671,31111.02,49839.42,2022-10-19,2026-04-25,Pending
1778,10178,30154.9,38438.78,2025-04-02,2026-07-23,Pending
1779,14576,40690.03,1029.29,2023-05-11,2026-05-24,Paid
1780,1371,18307.94,47332.47,2022-02-01,2026-07-24,Late
1781,14250,13372.83,41072.3,2025-03-28,2026-05-24,Paid
1782,10378,38200.88,16663.05,2023-01-16,2026-07-09,Paid
1783,10134,16896.29,24343.25,2021-03-09,2026-05-08,Late
1784,3035,18708.99,41029.44,2021-01-12,2026-05-12,Pending
1785,1478,48034.65,48777.72,2024-07-27,2026-07-30,Paid
1786,4325,22097.81,3314.68,2021-03-22,2026-07-13,Late
1787,14499,47514.87,10698.58,2021-11-01,2026-07-11,Pending
1788,6087,7081.57,1545.8,2021-10-29,2026-06-10,Late
1789,13921,48183.94,267.02,2021-08-06,2026-06-24,Paid
1790,10268,12275.23,45150.54,2022-04-27,2026-08-02,Late
1791,9283,7031.22,35213.38,2024-11-25,2026-06-07,Pending
1792,8665,30684.8,33627.3,2022-10-04,2026-07-01,Late
1793,11000,13763.88,36453.2,2021-05-26,2026-06-17,Late
1794,4513,34515.74,3415.69,2022-08-18,2026-08-02,Pending
1795,12133,10190.26,29142.21,2023-11-15,2026-06-15,Pending
1796,11232,3593.07,12342.8,2025-08-08,2026-04-28,Late
1797,5674,23956.54,7555.15,2025-03-22,2026-07-15,Pending
1798,13008,24094.65,45138.69,2025-11-12,2026-06-25,Late
1799,1562,867.22,5043.81,2021-06-21,2026-05-25,Late
1800,5815,49927.43,33580.27,2025-12-18,2026-06-25,Paid
1801,12900,24138.07,46779.79,2022-10-11,2026-04-26,Paid
1802,1846,12224.28,32443.04,2025-12-24,2026-06-06,Pending
1803,6993,43231.01,45123.46,2025-05-16,2026-06-17,Late
1804,8307,39648.72,39720.35,2022-06-14,2026-07-27,Paid
1805,5546,11425.62,45742.81,2025-04-27,2026-07-02,Late
1806,11568,49553.62,45175.79,2025-04-13,2026-06-04,Paid
1807,3260,44260.65,29005.47,2021-12-02,2026-05-12,Late
1808,2492,11457.02,9559.35,2024-04-28,2026-05-05,Paid
1809,12931,24984.32,29860.85,2023-10-02,2026-07-19,Late
1810,5839,44830.02,32600.05,2021-03-15,2026-06-11,Late
1811,4027,32550.59,15382.0,2024-08-18,2026-04-28,Late
1812,8950,41135.68,5912.69,2022-02-03,2026-07-06,Paid
1813,7219,4387.81,21740.7,2023-12-18,2026-06-03,Late
1814,5078,14703.14,28341.24,2022-10-25,2026-08-02,Paid
1815,6072,29318.22,15646.27,2021-12-16,2026-06-09,Pending
1816,1509,14742.23,37435.97,2022-03-21,2026-06-17,Pending
1817,12690,9746.09,28985.09,2024-11-27,2026-05-20,Late
1818,14350,27931.48,1533.8,2025-10-20,2026-04-28,Late
1819,56,49785.2,2808.44,2025-11-20,2026-06-03,Pending
1820,2265,10049.35,26611.45,2026-01-06,2026-07-01,Pending
1821,9280,24411.89,9271.68,2020-12-20,2026-06-21,Paid
1822,3538,31472.21,32008.3,2021-04-26,2026-07-02,Pending
1823,7398,4208.67,44097.01,2025-08-23,2026-05-28,Late
1824,9086,29113.67,37472.92,2022-09-12,2026-07-16,Pending
1825,13780,23304.55,22998.37,2026-03-13,2026-06-03,Late
1826,1220,43129.54,7178.44,2025-07-26,2026-07-16,Paid
1827,9355,36246.15,28717.03,2023-04-09,2026-05-27,Late
1828,1897,32194.91,48167.5,2026-03-15,2026-06-21,Late
1829,2460,19711.61,28606.6,2022-02-25,2026-05-11,Late
1830,4252,3932.86,20571.67,2026-01-23,2026-06-05,Late
1831,4865,35499.0,49802.27,2023-02-24,2026-05-10,Pending
1832,1042,35359.96,16340.06,2022-04-26,2026-06-14,Late
1833,5150,40529.6,6380.58,2024-11-09,2026-06-08,Pending
1834,14667,20367.91,42854.4,2022-03-14,2026-07-26,Paid
1835,12855,8027.32,42560.87,2022-03-29,2026-07-16,Late
1836,6873,22011.58,25150.06,2024-08-05,2026-04-25,Pending
1837,12973,37861.79,36263.66,2021-08-03,2026-07-28,Pending
1838,714,20761.0,35394.34,2022-06-26,2026-07-14,Late
1839,14009,12552.99,33138.18,2021-04-29,2026-05-01,Paid
1840,467,7810.57,1235.45,2021-04-26,2026-07-06,Paid
1841,11691,9523.28,20269.81,2021-05-23,2026-07-24,Pending
1842,3109,44407.0,6396.62,2023-06-08,2026-06-09,Late
1843,14417,2880.51,3316.22,2024-12-21,2026-06-19,Late
1844,1363,42729.83,43037.37,2023-01-21,2026-05-23,Late
1845,12707,48873.66,25337.02,2025-05-13,2026-05-06,Pending
1846,14434,40728.2,27910.24,2023-09-05,2026-06-12,Pending
1847,1694,11962.3,38264.15,2026-01-08,2026-05-02,Late
1848,10383,30106.53,1488.7,2020-12-09,2026-06-24,Pending
1849,11555,39717.9,25410.25,2020-11-22,2026-06-02,Paid
1850,8248,30240.6,23987.22,2021-06-30,2026-06-22,Pending
1851,11678,30658.34,16528.88,2022-11-08,2026-06-03,Pending
1852,14712,36876.02,46664.02,2024-01-02,2026-06-24,Pending
1853,14667,1289.49,36244.38,2025-10-04,2026-04-27,Pending
1854,3548,14897.07,41480.49,2024-05-26,2026-05-06,Paid
1855,13550,45081.98,29413.27,2023-10-12,2026-05-10,Pending
1856,13544,16887.34,39266.22,2024-11-21,2026-06-05,Late
1857,3426,36655.17,33448.03,2023-01-23,2026-06-10,Pending
1858,13616,25894.62,20114.19,2025-03-14,2026-06-13,Paid
1859,10799,46492.02,20172.29,2025-11-02,2026-05-01,Paid
1860,2268,1009.46,44349.41,2022-10-15,2026-05-20,Pending
1861,14195,142.27,40078.47,2023-01-23,2026-06-09,Paid
1862,8789,42200.72,41308.94,2021-11-07,2026-06-29,Paid
1863,9556,49557.63,28237.23,2026-03-03,2026-06-09,Pending
1864,10875,24264.02,32743.77,2022-05-17,2026-07-20,Paid
1865,11070,17475.77,41221.09,2020-11-28,2026-05-03,Paid
1866,5857,34498.4,311.11,2021-06-10,2026-05-15,Paid
1867,11901,32238.42,44111.26,2023-08-07,2026-06-19,Paid
1868,8238,18526.61,45389.15,2021-08-09,2026-06-30,Paid
1869,10383,27624.72,36827.69,2020-12-06,2026-05-19,Pending
1870,10806,22551.15,19427.68,2025-08-03,2026-05-16,Late
1871,4092,44326.65,37524.49,2022-10-13,2026-05-09,Late
1872,2311,19638.18,42542.53,2022-09-02,2026-06-28,Late
1873,9812,42031.6,19610.65,2025-11-27,2026-07-31,Paid
1874,7345,20688.34,5937.88,2022-07-20,2026-07-13,Paid
1875,4197,25936.37,4136.61,2025-09-16,2026-07-20,Late
1876,13043,18728.36,29726.84,2024-05-16,2026-06-24,Late
1877,13465,47875.81,45539.22,2024-07-22,2026-05-18,Pending
1878,11022,34290.89,5665.04,2025-02-23,2026-07-16,Pending
1879,13121,17645.73,25902.41,2023-05-11,2026-05-15,Paid
1880,2152,25184.12,10897.76,2024-05-28,2026-04-25,Pending
1881,11423,27181.22,827.81,2020-11-01,2026-04-28,Pending
1882,10213,35992.48,3228.39,2023-08-29,2026-05-28,Late
1883,4825,17149.78,24169.02,2023-04-07,2026-06-28,Paid
1884,14248,19897.14,19827.06,2025-09-05,2026-06-18,Paid
1885,12089,14512.53,36924.69,2022-08-19,2026-06-06,Paid
1886,5275,35867.45,14843.5,2021-05-17,2026-05-02,Pending
1887,8343,27725.82,24682.62,2026-04-13,2026-05-04,Pending
1888,4970,17331.58,38243.43,2025-11-22,2026-07-22,Paid
1889,1256,11163.95,13375.21,2023-03-27,2026-05-02,Pending
1890,4240,17380.6,32902.65,2025-06-01,2026-06-22,Late
1891,9573,35572.1,43660.69,2023-06-16,2026-06-30,Late
1892,1984,28776.84,30328.38,2022-10-07,2026-04-26,Late
1893,10064,33800.15,40213.26,2021-07-03,2026-06-30,Late
1894,3284,29864.58,31918.14,2021-03-22,2026-07-07,Paid
1895,10037,40476.89,5012.14,2021-05-19,2026-06-27,Pending
1896,7668,33635.65,33818.42,2023-03-17,2026-05-23,Paid
1897,519,5259.62,41812.01,2023-09-10,2026-05-27,Pending
1898,3134,34430.31,43073.64,2023-02-10,2026-05-25,Pending
1899,5760,2950.34,47434.29,2021-10-27,2026-05-22,Pending
1900,13080,39683.57,29033.45,2021-02-07,2026-07-20,Paid
1901,14937,11892.07,16553.31,2021-08-09,2026-07-13,Late
1902,6360,16130.27,14931.05,2021-06-05,2026-07-10,Late
1903,3091,34119.18,47597.94,2023-06-02,2026-04-25,Late
