account_id,customer_id,branch_id,account_type,account_status,balance,opened_date,closed_date
4745,710,13,Current,Closed,233841.4,2021-01-17,2025-08-30
4746,438,55,Savings,Inactive,207623.68,2023-12-11,2025-05-27
4747,9730,39,Current,Active,49288.18,2025-03-05,
4748,13568,51,Savings,Active,4708.94,2021-01-19,
4749,6442,26,Salary,Active,37456.1,2026-04-18,2025-03-07
4750,4509,90,Current,Closed,407632.7,2021-06-23,
4751,7877,35,Savings,Active,376251.09,2024-01-13,2025-11-12
4752,7294,65,Current,Active,473298.25,2021-06-09,
4753,4093,46,Salary,Active,178267.73,2021-09-29,
4754,6574,68,Salary,Inactive,274959.45,2023-09-17,
4755,11681,58,Savings,Inactive,444811.09,2023-04-10,2025-07-26
4756,3811,58,Salary,Closed,6567.07,2025-06-03,2025-01-21
4757,3830,37,Salary,Inactive,112391.46,2023-04-13,2025-05-19
4758,8831,43,Current,Active,484656.33,2023-03-24,
4759,14979,9,Salary,Active,461207.85,2021-01-04,2026-03-04
4760,1863,47,Salary,Active,179518.62,2024-03-01,2025-08-24
4761,7307,8,Savings,Inactive,240970.06,2024-12-10,2025-05-03
4762,12613,94,Salary,Closed,146779.14,2024-01-23,2025-07-01
4763,2251,5,Savings,Closed,90262.19,2021-05-14,2025-06-14
4764,4617,17,Savings,Inactive,177737.57,2024-01-28,
4765,7590,74,Salary,Active,207928.07,2022-09-05,2025-10-20
4766,107,75,Current,Closed,95946.23,2026-04-13,2025-07-14
4767,13194,44,Salary,Active,441080.74,2025-03-08,
4768,4158,83,Current,Closed,4375.47,2021-12-27,2025-01-12
4769,8578,83,Salary,Active,217986.69,2026-04-08,2025-02-28
4770,4681,84,Current,Active,445425.98,2022-01-01,2025-01-31
4771,2250,48,Current,Active,396870.44,2021-11-23,2025-12-28
4772,8057,5,Savings,Closed,74901.03,2025-11-04,2026-02-26
4773,5821,55,Savings,Inactive,179746.26,2025-01-30,2025-03-24
4774,8089,58,Savings,Closed,350996.17,2021-12-28,2025-03-25
4775,9030,41,Savings,Closed,32554.21,2021-07-06,2025-05-23
4776,13339,28,Salary,Closed,80418.7,2022-02-23,2026-02-28
4777,4874,75,Salary,Closed,96139.42,2024-10-27,2026-03-25
4778,12413,74,Salary,Closed,80619.45,2023-04-22,2026-01-18
4779,12347,50,Current,Closed,114506.68,2025-12-05,2025-01-17
4780,3862,92,Salary,Inactive,361724.92,2024-10-19,
4781,2733,65,Salary,Active,472604.26,2025-03-07,2025-06-12
4782,4913,44,Current,Active,266151.97,2021-09-04,2026-03-20
4783,4138,30,Salary,Closed,411516.83,2024-06-20,2025-12-17
4784,3973,31,Current,Inactive,470761.93,2024-03-23,2026-04-03
4785,12515,28,Current,Closed,401478.42,2023-06-08,2026-01-13
4786,6053,44,Current,Closed,212892.17,2025-03-01,2025-10-05
4787,11783,63,Current,Inactive,291782.75,2022-03-08,2025-08-23
4788,5223,46,Salary,Inactive,299150.16,2023-11-06,2025-02-08
4789,13728,4,Current,Closed,139275.57,2022-05-01,2025-07-14
4790,12134,70,Savings,Inactive,408414.87,2025-06-08,
4791,12154,85,Salary,Inactive,417507.29,2024-08-24,2024-12-30
4792,8991,18,Current,Closed,191783.89,2022-11-08,2026-03-06
4793,4839,95,Current,Closed,41103.03,2022-01-12,2025-07-21
4794,11486,17,Current,Inactive,486889.73,2021-03-31,2025-09-26
4795,5441,55,Savings,Inactive,163369.28,2023-08-01,2025-01-13
4796,2889,41,Current,Inactive,439876.7,2025-11-09,
4797,1328,9,Current,Inactive,78151.39,2024-05-15,2025-07-21
4798,10033,91,Savings,Inactive,408110.85,2023-10-26,
4799,11403,32,Current,Active,145763.21,2021-06-08,2025-03-03
4800,5606,93,Salary,Active,105291.95,2021-06-07,
4801,7152,66,Savings,Inactive,490206.0,2023-08-01,2025-10-15
4802,10380,99,Salary,Active,133081.49,2021-06-02,2024-12-10
4803,5159,15,Salary,Active,268706.89,2020-12-22,2026-04-02
4804,4880,60,Current,Active,42507.54,2022-09-08,2025-06-28
4805,5905,15,Savings,Active,264082.75,2024-09-14,2025-03-24
4806,7318,89,Salary,Inactive,60091.24,2021-03-05,2025-09-07
4807,12568,53,Savings,Closed,186747.35,2023-03-11,2025-05-04
4808,8008,97,Current,Inactive,462948.07,2025-07-11,2025-10-23
4809,10914,23,Savings,Active,92233.46,2020-12-18,
4810,733,43,Salary,Closed,312572.19,2020-12-12,2025-12-11
4811,9177,18,Current,Active,132350.78,2022-08-11,2026-04-20
4812,4308,1,Current,Inactive,476797.94,2022-04-28,2024-12-29
4813,8728,61,Salary,Active,482117.42,2025-03-12,2026-03-18
4814,63,82,Current,Inactive,88297.91,2023-09-02,2025-01-03
4815,13040,35,Current,Inactive,151731.46,2024-05-09,2026-02-10
4816,1362,29,Current,Inactive,72473.32,2022-02-09,
4817,3545,80,Salary,Inactive,132579.13,2026-02-04,2026-02-12
4818,14204,7,Current,Active,120576.04,2024-09-11,2024-12-18
4819,420,10,Salary,Closed,259657.34,2023-09-15,2025-07-30
4820,3053,24,Salary,Closed,176503.51,2024-01-17,2025-08-12
4821,14141,67,Salary,Active,302226.11,2023-10-03,2026-02-05
4822,8056,93,Salary,Inactive,311766.55,2026-01-24,
4823,10639,6,Savings,Closed,147450.46,2022-03-10,
4824,1762,64,Current,Inactive,251531.18,2023-02-02,2025-12-16
4825,1387,58,Savings,Closed,134846.58,2021-11-03,2026-02-20
4826,6704,66,Salary,Inactive,259233.39,2021-05-06,2026-02-12
4827,10585,35,Savings,Active,288054.32,2022-05-19,
4828,14054,88,Current,Inactive,351942.73,2021-08-20,2025-03-10
4829,9409,60,Savings,Inactive,475417.97,2025-10-23,2026-03-09
4830,8015,55,Savings,Closed,474855.23,2021-09-05,2025-12-10
4831,8477,20,Current,Active,75750.44,2024-08-31,2026-01-17
4832,7811,72,Salary,Closed,293466.76,2022-09-19,2025-05-08
4833,6219,53,Current,Active,402581.68,2026-03-22,2024-12-10
4834,8539,55,Savings,Active,95595.02,2024-03-05,2024-12-24
4835,12143,35,Current,Closed,66865.87,2024-10-19,
4836,12689,9,Current,Inactive,340670.39,2023-12-13,2025-04-19
4837,7521,33,Current,Closed,220709.78,2022-04-09,2024-12-13
4838,13190,36,Current,Active,354390.93,2021-06-27,2026-01-03
4839,5158,50,Salary,Active,419457.45,2021-11-20,2025-11-25
4840,3066,24,Savings,Closed,415792.37,2026-01-06,2025-04-27
4841,3500,46,Salary,Inactive,96971.28,2023-07-09,2026-03-20
4842,11132,87,Salary,Active,411009.73,2021-02-20,
4843,8639,99,Current,Active,437574.27,2022-12-03,2025-01-08
4844,2131,30,Salary,Active,480834.74,2025-02-10,2025-07-18
4845,8140,17,Salary,Active,435293.52,2024-08-29,2025-06-16
4846,10818,43,Salary,Active,156856.95,2026-01-13,2025-04-16
4847,5446,36,Current,Inactive,427282.73,2023-10-24,2025-04-14
4848,12421,6,Savings,Active,31988.73,2023-04-03,
4849,6301,1,Salary,Inactive,244610.94,2020-12-23,2025-10-06
4850,6583,51,Salary,Closed,481441.6,2026-02-04,2026-02-28
4851,5599,84,Savings,Closed,469918.94,2023-10-17,2025-11-21
4852,9563,47,Current,Inactive,495057.86,2021-08-28,2026-04-19
4853,5101,31,Current,Active,451609.95,2021-05-11,2025-07-06
4854,14214,94,Current,Inactive,94092.38,2022-03-05,
4855,11701,20,Current,Closed,136101.05,2024-08-17,2025-03-05
4856,2626,72,Salary,Active,310286.04,2026-03-01,2025-12-01
4857,14425,43,Salary,Active,123145.49,2022-04-28,2025-10-25
4858,11933,84,Salary,Closed,222393.31,2024-01-05,
4859,5405,47,Salary,Closed,202648.39,2022-05-22,2026-03-26
4860,5165,42,Current,Active,463451.04,2020-12-19,2025-05-29
4861,2110,78,Savings,Inactive,207306.62,2022-12-30,2026-03-17
4862,1630,17,Savings,Closed,401721.57,2024-10-02,2025-02-13
4863,499,62,Salary,Inactive,309995.01,2021-07-31,2024-12-12
4864,13281,26,Savings,Closed,107973.85,2021-12-28,2025-01-21
4865,14584,56,Current,Closed,376073.24,2023-10-15,2025-07-03
4866,14260,47,Savings,Active,302959.12,2022-10-02,2025-03-08
4867,12970,68,Current,Closed,402805.27,2021-05-28,
4868,5278,90,Current,Active,145744.65,2024-01-26,2025-09-29
4869,12548,72,Salary,Inactive,226899.56,2021-09-29,
4870,14213,90,Salary,Inactive,306275.34,2024-06-02,2025-06-14
4871,6108,91,Salary,Closed,108698.63,2025-01-18,
4872,151,41,Current,Closed,134065.58,2021-12-28,2025-01-28
4873,8183,87,Salary,Active,44019.46,2025-03-31,2025-01-21
4874,1878,51,Savings,Active,370400.86,2025-04-12,2026-03-18
4875,10876,50,Savings,Closed,61198.38,2021-04-02,
4876,6931,32,Current,Active,230230.77,2024-01-22,
4877,12904,43,Savings,Active,51392.13,2023-12-24,
4878,8660,66,Savings,Active,18528.16,2025-03-27,2025-07-05
4879,10193,58,Salary,Closed,435611.58,2022-07-17,2025-07-24
4880,9714,56,Savings,Inactive,437216.93,2025-02-07,2025-01-12
4881,6756,26,Current,Closed,305181.23,2022-08-04,2025-05-15
4882,7945,10,Savings,Closed,108930.21,2021-03-29,2025-06-30
4883,11530,65,Salary,Closed,283518.43,2023-11-12,
4884,8332,91,Current,Active,240703.06,2020-12-04,2025-01-11
4885,9432,70,Savings,Closed,191250.13,2022-09-05,
4886,813,18,Savings,Closed,355158.3,2024-09-17,2025-08-14
4887,3047,52,Salary,Inactive,305362.31,2024-11-24,2025-09-24
4888,10540,67,Current,Active,295058.8,2024-05-17,2025-07-17
4889,5605,7,Current,Active,293144.83,2024-02-20,2026-02-20
4890,1412,62,Savings,Inactive,212655.68,2021-11-25,2025-01-01
4891,7702,76,Savings,Inactive,136961.05,2020-11-10,2025-03-31
4892,11834,97,Savings,Active,282445.87,2023-09-19,2025-08-20
4893,11613,79,Savings,Closed,448290.43,2026-04-24,2025-07-18
4894,10823,93,Current,Active,196782.14,2024-02-28,2026-02-04
4895,5646,3,Current,Active,30710.44,2022-09-28,2025-08-23
4896,13310,79,Savings,Active,463644.31,2025-09-30,
4897,10808,66,Current,Closed,266440.97,2021-11-11,
4898,2714,61,Salary,Inactive,364584.88,2021-02-01,2025-02-11
4899,11240,91,Current,Active,104120.39,2022-12-31,2025-07-20
4900,9223,1,Savings,Closed,284277.66,2022-09-17,2025-09-19
4901,3158,86,Salary,Active,94175.17,2021-04-04,2025-08-11
4902,7788,18,Savings,Inactive,268982.66,2025-10-29,2026-03-02
4903,7977,54,Savings,Inactive,158779.89,2023-10-13,2025-08-23
4904,11324,56,Salary,Active,399936.12,2025-06-15,
4905,9160,1,Savings,Active,384202.43,2023-05-20,2026-04-20
4906,11096,3,Salary,Active,122217.64,2025-01-18,
4907,2017,68,Savings,Inactive,356710.08,2024-02-06,2025-12-21
4908,5025,27,Current,Active,158010.83,2026-04-11,2026-01-10
4909,8728,13,Savings,Inactive,495994.0,2026-02-17,2025-09-28
4910,3452,27,Savings,Inactive,37584.61,2020-11-08,2025-08-15
4911,2985,91,Salary,Active,426681.67,2022-10-20,
4912,11229,7,Salary,Active,493693.78,2025-05-16,2025-09-25
4913,2992,27,Savings,Active,110970.69,2023-03-22,2024-12-31
4914,13553,78,Salary,Active,277686.02,2023-08-28,2025-01-22
4915,12621,66,Salary,Inactive,391777.71,2022-08-20,
4916,6777,42,Salary,Closed,184119.7,2025-06-09,2026-02-07
4917,8435,96,Savings,Closed,250859.65,2024-08-16,2025-12-18
4918,13282,11,Salary,Closed,363516.41,2022-02-10,
4919,5978,76,Current,Active,168483.02,2024-05-17,2025-03-10
4920,1918,68,Current,Inactive,392195.66,2022-09-13,2026-03-11
4921,11247,92,Current,Active,381126.57,2022-03-30,2025-08-09
4922,11416,3,Savings,Closed,40069.4,2025-04-09,2025-12-30
4923,4758,49,Salary,Active,311805.57,2025-12-08,
4924,8833,61,Savings,Active,249400.28,2021-08-08,2025-08-19
4925,4995,20,Salary,Inactive,94343.1,2024-09-09,
4926,11120,72,Current,Active,104676.8,2024-06-25,2026-02-07
4927,3084,59,Current,Active,419620.78,2023-09-10,
4928,761,75,Salary,Inactive,372009.94,2024-09-10,2025-02-20
4929,4677,34,Savings,Closed,183697.27,2021-06-29,2025-08-07
4930,13936,59,Salary,Closed,10034.83,2022-01-05,2024-12-24
4931,4863,88,Salary,Inactive,49666.95,2022-03-05,
4932,12218,86,Salary,Active,251721.11,2022-03-27,2025-01-09
4933,6957,74,Salary,Inactive,202076.72,2024-01-20,2025-06-23
4934,2196,22,Savings,Inactive,17370.57,2025-10-09,2026-01-17
4935,2150,72,Current,Inactive,288394.68,2022-02-06,2025-05-28
4936,9297,47,Salary,Active,72947.14,2021-07-21,2025-07-05
4937,4108,9,Current,Inactive,170554.55,2024-08-17,2025-04-12
4938,7580,58,Current,Inactive,478635.59,2024-12-23,2025-06-07
4939,7233,49,Salary,Active,482328.31,2023-07-23,2025-12-08
4940,12839,57,Current,Closed,79413.3,2022-11-16,2024-12-31
4941,5600,4,Savings,Closed,217205.9,2024-05-28,2025-12-21
4942,13630,98,Savings,Active,341323.46,2023-05-22,2026-01-08
4943,3604,70,Current,Closed,170774.49,2023-08-14,2025-03-08
4944,4077,19,Current,Closed,358620.2,2025-06-16,
4945,10009,8,Savings,Closed,122280.37,2022-12-21,2025-11-26
4946,4505,41,Savings,Closed,139032.54,2023-03-05,2025-07-22
4947,12853,35,Current,Closed,157232.09,2024-11-11,2025-05-23
4948,11547,51,Salary,Inactive,438017.78,2021-04-21,2025-07-26
4949,3578,86,Current,Inactive,319969.23,2025-10-05,
4950,11827,24,Savings,Active,467004.58,2022-09-12,
4951,4602,51,Current,Closed,1976.71,2022-01-29,
4952,5126,37,Savings,Closed,480520.25,2021-05-06,2025-04-13
4953,6420,10,Salary,Inactive,4040.32,2025-01-03,2025-07-20
4954,316,30,Salary,Active,215303.84,2023-01-18,
4955,9117,52,Salary,Active,104948.3,2023-12-06,2025-08-02
4956,14839,66,Current,Active,177429.79,2023-04-22,2025-11-03
4957,2359,62,Current,Inactive,479180.53,2025-03-13,2026-02-16
4958,7156,36,Salary,Inactive,356514.31,2023-02-10,2025-09-02
4959,3791,30,Current,Active,443286.56,2021-02-20,2026-03-02
4960,9580,34,Savings,Closed,143353.7,2025-03-23,2024-12-28
4961,11926,64,Current,Closed,349602.02,2024-06-09,2025-06-02
4962,1521,54,Savings,Closed,351725.72,2022-10-14,2025-11-26
4963,8879,36,Savings,Active,411463.74,2020-11-11,2025-12-28
4964,7140,65,Current,Inactive,23958.85,2025-04-27,2025-08-22
4965,10170,24,Current,Inactive,231152.73,2021-04-07,2025-06-30
4966,3538,71,Current,Closed,165243.89,2023-06-12,
4967,10618,14,Salary,Closed,229177.7,2025-09-14,2025-12-11
4968,14517,25,Current,Closed,411307.28,2021-06-08,2025-01-13
4969,9058,95,Current,Active,228537.67,2022-09-30,2025-10-11
4970,4641,64,Salary,Inactive,452462.67,2020-12-13,
4971,27,26,Savings,Closed,295789.84,2022-02-11,2025-07-22
4972,8993,94,Salary,Active,200708.87,2022-03-08,2025-08-21
4973,136,71,Salary,Active,452677.42,2025-03-27,2025-08-24
4974,7236,84,Salary,Active,343406.55,2022-05-23,2025-12-13
4975,12815,99,Current,Closed,18733.96,2025-04-10,2025-10-21
4976,10516,64,Savings,Closed,328233.1,2023-08-31,2025-11-03
4977,2853,94,Salary,Inactive,114592.54,2023-08-01,2025-12-13
4978,9932,42,Current,Closed,8613.84,2022-08-01,2025-03-24
4979,13279,37,Current,Inactive,35761.38,2024-05-14,2026-04-08
4980,14856,89,Savings,Active,1776.33,2021-03-16,2025-12-05
4981,3672,81,Salary,Closed,491057.41,2023-06-04,
4982,11163,91,Current,Closed,267776.41,2023-06-28,2025-12-18
4983,10116,26,Salary,Inactive,132785.64,2025-11-27,2025-09-19
4984,1406,52,Savings,Inactive,193908.36,2025-06-22,2025-07-24
4985,14277,5,Current,Active,287967.39,2025-07-07,
4986,12481,17,Savings,Active,436746.37,2022-07-25,2025-05-17
4987,9510,31,Current,Inactive,222963.59,2021-03-31,2025-07-03
4988,12253,5,Savings,Closed,317984.28,2024-08-07,2026-02-25
4989,6522,80,Savings,Inactive,265609.04,2024-01-14,2026-01-09
4990,12257,48,Current,Active,424726.02,2020-11-30,2026-03-09
4991,52,2,Salary,Active,180740.02,2021-09-07,2025-10-30
4992,1231,20,Salary,Closed,402722.75,2025-05-22,
4993,6303,92,Savings,Closed,55467.93,2025-07-25,2025-02-27
4994,8721,30,Savings,Inactive,350886.54,2021-02-05,2025-04-22
4995,5064,61,Current,Active,271524.34,2022-02-07,2025-01-09
4996,2548,65,Salary,Inactive,150579.53,2022-01-24,2026-04-21
4997,3897,14,Current,Inactive,311198.72,2025-10-09,2025-03-14
4998,8585,8,Savings,Closed,233519.54,2022-01-25,2025-08-07
4999,7082,63,Savings,Inactive,217424.0,2022-06-14,
5000,13907,99,Salary,Active,21237.03,2022-06-13,2025-07-08
5001,1349,65,Savings,Closed,171626.96,2025-09-28,
5002,10568,53,Salary,Inactive,434220.01,2023-03-01,2025-07-14
5003,7324,61,Savings,Inactive,63438.26,2021-09-19,2026-04-09
5004,8750,84,Current,Active,498831.4,2023-07-16,2026-04-22
5005,8287,15,Savings,Active,264638.33,2021-02-08,2025-08-21
5006,12820,81,Savings,Closed,270806.25,2025-03-16,
5007,14855,70,Salary,Inactive,353873.81,2021-01-09,2025-05-09
5008,5106,69,Current,Active,309947.35,2021-12-09,2024-12-17
5009,13676,83,Current,Active,18110.74,2025-12-24,2025-05-08
5010,2697,53,Salary,Active,125430.46,2024-12-17,2025-03-04
5011,13150,60,Salary,Inactive,125147.4,2025-07-07,
5012,6806,14,Current,Closed,225717.44,2022-12-15,2025-01-03
5013,7762,70,Current,Closed,307161.85,2023-07-04,
5014,1212,97,Savings,Active,199464.53,2022-12-13,2025-03-19
5015,2430,17,Savings,Active,213449.22,2025-12-10,2025-12-15
5016,10155,76,Salary,Closed,117000.85,2022-10-26,2026-03-26
5017,11659,73,Salary,Active,446494.07,2023-05-01,2025-01-14
5018,11867,14,Current,Closed,284584.04,2025-04-20,2025-03-09
5019,9380,14,Salary,Inactive,460088.63,2020-11-11,2026-03-28
5020,12196,5,Current,Active,318052.51,2024-09-28,2025-11-29
5021,8349,89,Savings,Closed,99302.08,2022-05-16,2025-12-29
5022,4777,69,Salary,Active,216840.87,2023-01-14,2025-06-06
5023,8373,56,Salary,Active,14627.34,2023-04-12,2025-10-22
5024,8741,67,Salary,Inactive,350752.64,2021-03-07,2025-11-26
5025,6172,97,Savings,Active,249379.24,2025-10-23,2025-12-23
5026,8208,65,Salary,Inactive,57502.63,2022-07-04,2025-08-29
5027,6302,51,Savings,Active,399835.43,2025-01-28,2026-01-31
5028,220,41,Savings,Inactive,474934.02,2024-06-20,2026-01-02
5029,1742,10,Current,Active,115911.1,2021-02-22,2025-10-20
5030,11201,11,Salary,Closed,24422.45,2025-05-16,2026-04-06
5031,7601,25,Current,Closed,471204.47,2021-03-17,2025-05-31
5032,8470,91,Salary,Active,235592.08,2025-02-10,2025-08-16
5033,3079,5,Current,Closed,484737.58,2021-08-08,2026-01-01
5034,10751,93,Current,Closed,97298.82,2023-05-24,
5035,13966,62,Salary,Closed,133084.75,2024-01-26,
5036,5449,95,Current,Active,490988.07,2021-03-11,2025-03-04
5037,14732,85,Salary,Active,413420.88,2021-10-26,2025-09-07
5038,8105,70,Salary,Closed,9481.16,2022-05-26,2025-12-30
5039,8912,77,Savings,Inactive,139445.34,2024-07-29,2025-05-09
5040,4331,40,Savings,Inactive,11688.04,2024-08-31,2026-04-24
5041,5828,99,Savings,Inactive,184221.67,2025-02-27,2026-04-07
5042,14475,12,Salary,Closed,147354.26,2024-03-01,2025-08-28
5043,6955,19,Salary,Active,403490.71,2025-05-21,2025-09-11
5044,8328,36,Savings,Inactive,443627.37,2023-08-18,2025-06-11
5045,4873,42,Current,Inactive,205738.29,2021-04-21,
5046,10282,58,Salary,Inactive,227009.3,2025-12-27,2025-03-06
5047,8949,79,Current,Inactive,358023.79,2022-07-01,2025-07-13
5048,13039,70,Savings,Closed,415196.81,2021-08-26,2025-03-19
5049,6853,10,Salary,Active,179312.58,2026-01-08,2025-10-22
5050,8231,15,Current,Closed,248939.64,2022-11-04,2025-06-07
5051,7589,47,Savings,Active,283051.11,2023-12-11,2025-02-27
5052,10920,61,Savings,Active,358703.22,2025-06-27,2024-12-26
5053,1482,41,Salary,Active,369747.54,2023-06-24,2025-10-16
5054,10193,12,Salary,Inactive,290746.27,2025-04-17,
5055,11936,22,Current,Active,328551.36,2021-09-11,2026-02-16
5056,3323,31,Current,Active,479487.38,2023-01-28,
5057,10926,5,Current,Inactive,199640.34,2025-08-16,2025-03-31
5058,13161,17,Current,Closed,464820.22,2023-02-05,2025-12-01
5059,8444,83,Savings,Active,359699.09,2024-12-15,2025-11-28
5060,7668,96,Current,Inactive,404071.01,2023-09-10,
5061,12453,23,Salary,Inactive,123443.59,2026-03-03,2025-01-04
5062,9475,39,Salary,Inactive,68620.49,2022-02-19,2025-05-05
5063,1967,74,Current,Inactive,354443.04,2021-10-29,2025-05-11
5064,8825,26,Current,Active,427474.83,2025-06-09,2025-06-21
5065,3988,73,Current,Inactive,121569.24,2023-09-03,2025-10-12
5066,5674,96,Savings,Inactive,49238.5,2020-12-05,2025-12-10
5067,6945,16,Salary,Inactive,315917.92,2026-03-14,
5068,11933,77,Current,Inactive,134979.28,2023-07-27,2025-01-10
5069,8409,78,Current,Closed,62948.0,2020-12-20,2025-09-14
5070,13405,87,Salary,Closed,246557.98,2021-01-20,
5071,4800,88,Savings,Closed,80112.15,2023-01-01,2025-04-29
5072,11023,66,Salary,Closed,259304.0,2023-02-08,2025-02-09
5073,10857,87,Savings,Active,226536.44,2023-11-23,2026-02-21
5074,10784,34,Salary,Active,455999.11,2024-05-28,
5075,6690,49,Current,Inactive,190036.9,2022-01-21,2026-03-29
5076,12968,46,Salary,Active,394664.86,2023-04-17,
5077,14162,87,Current,Inactive,307105.46,2022-02-28,
5078,1286,43,Savings,Inactive,58790.82,2021-05-27,2025-03-12
5079,1034,33,Savings,Closed,21932.99,2024-05-24,2025-01-10
5080,11444,93,Current,Inactive,70446.44,2023-04-14,2025-03-07
5081,6013,80,Savings,Active,1781.6,2022-09-01,
5082,10466,22,Savings,Active,109266.05,2023-05-03,2025-12-02
5083,6599,83,Current,Inactive,16680.12,2020-11-18,2025-10-01
5084,2787,82,Current,Inactive,370764.38,2025-08-10,2026-03-01
5085,82,94,Salary,Inactive,497454.63,2024-10-14,2025-10-11
5086,11438,68,Current,Closed,313744.56,2024-08-07,2024-12-29
5087,14999,34,Salary,Active,195405.04,2022-01-13,2024-12-12
5088,5671,55,Salary,Active,265807.04,2021-02-08,2024-12-13
5089,8543,34,Savings,Active,236168.76,2022-02-22,
5090,3665,61,Current,Active,135540.25,2022-02-24,2025-04-26
5091,12610,23,Savings,Inactive,217837.75,2022-07-16,
5092,10217,45,Savings,Closed,333655.5,2025-11-28,2025-02-03
5093,7535,71,Savings,Closed,309177.15,2022-05-27,
5094,906,4,Savings,Inactive,93665.35,2021-02-12,2025-03-01
5095,259,70,Salary,Inactive,353751.01,2026-01-03,2025-12-09
5096,10013,20,Savings,Closed,257260.3,2025-10-03,2025-03-20
5097,688,23,Current,Active,236060.67,2025-10-14,2026-03-06
5098,942,80,Salary,Active,323751.73,2023-08-07,2025-10-06
5099,9103,12,Current,Closed,213605.72,2020-11-01,2025-01-08
5100,8847,4,Savings,Active,358520.46,2024-05-06,
5101,9583,20,Savings,Active,97538.37,2021-05-10,
5102,1897,89,Savings,Inactive,123196.75,2025-07-20,2026-01-13
5103,506,80,Current,Closed,68574.72,2021-02-01,2025-11-18
5104,1971,42,Current,Active,341062.03,2024-07-19,2026-01-20
5105,4285,94,Savings,Active,394682.3,2025-11-12,
5106,998,60,Current,Closed,122859.18,2025-08-16,2025-08-01
5107,13462,66,Current,Closed,292163.02,2024-08-19,
5108,9036,27,Current,Closed,288032.62,2023-11-18,2025-07-18
5109,11829,69,Salary,Inactive,58839.27,2025-01-10,2025-01-18
5110,3187,5,Current,Active,238531.21,2024-04-30,2025-07-31
5111,3623,71,Salary,Active,81113.44,2022-12-10,
5112,830,31,Salary,Active,376270.85,2024-08-23,2025-03-01
5113,9711,14,Current,Closed,108272.18,2021-09-17,2025-12-30
5114,7642,17,Current,Closed,303008.82,2025-12-26,2025-10-12
5115,12223,100,Savings,Closed,204121.58,2023-02-08,2025-03-10
5116,12363,76,Savings,Closed,132600.91,2024-12-15,2025-11-21
5117,2344,28,Savings,Inactive,255987.94,2026-01-30,2025-04-20
5118,5966,89,Savings,Closed,282108.88,2024-04-29,2024-12-11
5119,3529,53,Savings,Active,365404.42,2023-12-13,2025-04-26
5120,13558,46,Current,Closed,1079.35,2024-08-03,2026-01-26
5121,6782,58,Salary,Closed,13356.75,2021-01-25,2025-12-06
5122,6709,20,Savings,Active,378769.64,2024-08-13,
5123,9017,29,Savings,Active,83962.81,2021-08-04,
5124,5098,80,Current,Closed,370559.78,2022-07-26,2025-05-17
5125,5622,23,Salary,Inactive,271070.15,2024-02-21,
5126,9825,44,Current,Closed,335480.5,2021-08-25,2025-02-18
5127,10884,2,Savings,Inactive,59862.09,2024-08-12,2025-08-10
5128,2162,92,Current,Inactive,67475.94,2022-02-24,2026-04-15
5129,3608,98,Current,Closed,71756.18,2025-05-14,2025-08-25
5130,2704,51,Salary,Active,364446.36,2023-01-22,2025-04-04
5131,7652,13,Savings,Inactive,10306.71,2022-05-07,2025-08-18
5132,633,9,Savings,Active,414980.45,2023-03-21,2025-12-30
5133,5953,8,Current,Closed,402718.55,2024-03-15,
5134,13776,82,Salary,Active,446673.38,2022-03-21,2025-03-14
5135,5828,96,Savings,Active,16237.18,2022-02-23,2025-12-24
5136,11972,16,Salary,Active,227211.76,2022-05-20,2026-04-03
5137,11596,92,Current,Inactive,54130.98,2025-04-03,2025-01-10
5138,7956,58,Savings,Active,447632.38,2025-08-14,2026-02-03
5139,11842,68,Savings,Active,58094.64,2024-07-08,2026-02-15
5140,802,34,Salary,Inactive,87003.49,2022-10-14,
5141,14285,20,Savings,Closed,37372.3,2024-09-19,2025-07-17
5142,10179,8,Salary,Closed,376402.66,2025-01-03,2025-09-06
5143,10943,94,Salary,Active,453054.92,2024-01-22,2026-03-24
5144,14260,80,Savings,Active,302088.02,2022-08-04,2025-02-15
5145,8728,5,Salary,Active,301493.97,2024-08-28,2025-08-27
5146,6890,55,Current,Active,299861.89,2021-05-25,2026-01-10
5147,4247,92,Savings,Closed,449106.24,2026-02-09,2025-04-07
5148,8288,54,Salary,Active,380200.21,2023-11-19,2025-06-07
5149,3086,5,Current,Inactive,184328.26,2021-07-26,
5150,3277,62,Current,Inactive,350016.51,2022-09-23,2026-01-28
5151,9685,71,Salary,Closed,383063.25,2020-11-17,
5152,6837,7,Current,Inactive,485392.4,2021-12-21,2024-12-22
5153,3070,15,Savings,Active,422461.23,2021-10-12,2026-01-06
5154,5747,56,Salary,Active,321155.79,2024-10-31,2026-02-10
5155,14272,41,Salary,Inactive,295709.21,2024-12-05,2026-02-09
5156,6471,43,Savings,Inactive,30770.2,2024-12-18,2025-08-23
5157,13369,24,Savings,Inactive,399630.66,2025-02-14,2025-05-29
5158,14096,57,Salary,Inactive,340042.07,2025-07-29,2025-03-28
5159,8095,56,Salary,Inactive,36460.4,2025-07-09,2025-10-19
5160,10812,71,Salary,Closed,6890.57,2022-02-20,
5161,11103,95,Current,Inactive,491097.5,2022-06-11,
5162,8587,92,Savings,Closed,200417.64,2026-04-13,2026-04-02
5163,5157,87,Salary,Inactive,482038.86,2023-02-22,2026-01-17
